M1,M2,G1,G2
30.0,107.5,8.363,-14.407
30.0,110.0,7.954,-15.097
30.0,112.5,7.544,-15.789
30.0,115.0,7.133,-16.481
30.0,117.5,6.722,-17.172
30.0,120.0,6.312,-17.860
30.0,122.5,5.903,-18.545
30.0,125.0,5.497,-19.224
30.0,127.5,5.094,-19.896
30.0,130.0,4.695,-20.559
30.0,132.5,4.301,-21.212
30.0,135.0,3.912,-21.854
30.0,137.5,3.530,-22.482
30.0,140.0,3.155,-23.095
30.0,142.5,2.789,-23.692
30.0,145.0,2.432,-24.271
30.0,147.5,2.086,-24.830
30.0,150.0,1.752,-25.368
30.0,152.5,1.430,-25.882
30.0,155.0,1.123,-26.371
30.0,157.5,0.831,-26.834
30.0,160.0,0.555,-27.268
32.5,0.0,17.577,1.106
32.5,2.5,17.576,1.105
32.5,5.0,17.567,1.092
32.5,7.5,17.550,1.065
32.5,10.0,17.525,1.024
32.5,12.5,17.491,0.971
32.5,15.0,17.448,0.903
32.5,17.5,17.396,0.820
32.5,20.0,17.334,0.723
32.5,22.5,17.263,0.611
32.5,25.0,17.182,0.483
32.5,27.5,17.091,0.339
32.5,30.0,16.990,0.178
32.5,32.5,16.878,0.000
32.5,35.0,16.754,-0.196
32.5,37.5,16.620,-0.410
32.5,40.0,16.474,-0.643
32.5,42.5,16.316,-0.896
32.5,45.0,16.146,-1.168
32.5,47.5,15.964,-1.461
32.5,50.0,15.769,-1.775
32.5,52.5,15.562,-2.109
32.5,55.0,15.342,-2.465
32.5,57.5,15.110,-2.843
32.5,60.0,14.864,-3.242
32.5,62.5,14.607,-3.663
32.5,65.0,14.336,-4.105
32.5,67.5,14.054,-4.569
32.5,70.0,13.760,-5.053
32.5,72.5,13.454,-5.558
32.5,75.0,13.137,-6.083
32.5,77.5,12.809,-6.628
32.5,80.0,12.472,-7.190
32.5,82.5,12.124,-7.770
32.5,85.0,11.768,-8.366
32.5,87.5,11.403,-8.978
32.5,90.0,11.031,-9.604
32.5,92.5,10.652,-10.243
32.5,95.0,10.267,-10.894
32.5,97.5,9.876,-11.555
32.5,100.0,9.480,-12.225
32.5,102.5,9.080,-12.903
32.5,105.0,8.676,-13.587
32.5,107.5,8.270,-14.276
32.5,110.0,7.862,-14.968
32.5,112.5,7.453,-15.662
32.5,115.0,7.043,-16.356
32.5,117.5,6.633,-17.050
32.5,120.0,6.224,-17.740
32.5,122.5,5.817,-18.427
32.5,125.0,5.412,-19.108
32.5,127.5,5.010,-19.782
32.5,130.0,4.612,-20.448
32.5,132.5,4.219,-21.103
32.5,135.0,3.832,-21.746
32.5,137.5,3.451,-22.377
32.5,140.0,3.077,-22.992
32.5,142.5,2.713,-23.591
32.5,145.0,2.357,-24.171
32.5,147.5,2.012,-24.732
32.5,150.0,1.679,-25.271
32.5,152.5,1.359,-25.787
32.5,155.0,1.052,-26.277
32.5,157.5,0.761,-26.741
32.5,160.0,0.487,-27.177
35.0,0.0,17.446,1.296
35.0,2.5,17.446,1.296
35.0,5.0,17.438,1.283
35.0,7.5,17.422,1.257
35.0,10.0,17.397,1.217
35.0,12.5,17.363,1.164
35.0,15.0,17.320,1.096
35.0,17.5,17.269,1.015
35.0,20.0,17.208,0.918
35.0,22.5,17.138,0.806
35.0,25.0,17.057,0.679
35.0,27.5,16.967,0.535
35.0,30.0,16.866,0.374
35.0,32.5,16.754,0.196
35.0,35.0,16.632,0.000
35.0,37.5,16.498,-0.214
35.0,40.0,16.353,-0.448
35.0,42.5,16.195,-0.701
35.0,45.0,16.026,-0.974
35.0,47.5,15.844,-1.267
35.0,50.0,15.650,-1.581
35.0,52.5,15.443,-1.916
35.0,55.0,15.224,-2.273
35.0,57.5,14.992,-2.652
35.0,60.0,14.747,-3.052
35.0,62.5,14.489,-3.474
35.0,65.0,14.220,-3.918
35.0,67.5,13.938,-4.383
35.0,70.0,13.644,-4.870
35.0,72.5,13.338,-5.376
35.0,75.0,13.022,-5.903
35.0,77.5,12.695,-6.449
35.0,80.0,12.357,-7.014
35.0,82.5,12.010,-7.596
35.0,85.0,11.655,-8.194
35.0,87.5,11.291,-8.808
35.0,90.0,10.919,-9.436
35.0,92.5,10.540,-10.078
35.0,95.0,10.155,-10.731
35.0,97.5,9.765,-11.394
35.0,100.0,9.370,-12.067
35.0,102.5,8.971,-12.747
35.0,105.0,8.568,-13.433
35.0,107.5,8.163,-14.124
35.0,110.0,7.755,-14.818
35.0,112.5,7.347,-15.515
35.0,115.0,6.938,-16.211
35.0,117.5,6.529,-16.907
35.0,120.0,6.121,-17.599
35.0,122.5,5.715,-18.288
35.0,125.0,5.311,-18.971
35.0,127.5,4.910,-19.647
35.0,130.0,4.513,-20.315
35.0,132.5,4.121,-20.972
35.0,135.0,3.735,-21.617
35.0,137.5,3.355,-22.249
35.0,140.0,2.983,-22.866
35.0,142.5,2.619,-23.467
35.0,145.0,2.265,-24.049
35.0,147.5,1.921,-24.611
35.0,150.0,1.589,-25.151
35.0,152.5,1.270,-25.668
35.0,155.0,0.965,-26.160
35.0,157.5,0.675,-26.625
35.0,160.0,0.402,-27.062
37.5,0.0,17.305,1.503
37.5,2.5,17.305,1.503
37.5,5.0,17.297,1.491
37.5,7.5,17.281,1.466
37.5,10.0,17.257,1.427
37.5,12.5,17.224,1.374
37.5,15.0,17.182,1.308
37.5,17.5,17.131,1.227
37.5,20.0,17.071,1.131
37.5,22.5,17.001,1.019
37.5,25.0,16.921,0.892
37.5,27.5,16.831,0.749
37.5,30.0,16.731,0.588
37.5,32.5,16.620,0.410
37.5,35.0,16.498,0.214
37.5,37.5,16.365,0.000
37.5,40.0,16.220,-0.233
37.5,42.5,16.063,-0.487
37.5,45.0,15.894,-0.760
37.5,47.5,15.713,-1.054
37.5,50.0,15.519,-1.368
37.5,52.5,15.313,-1.704
37.5,55.0,15.094,-2.062
37.5,57.5,14.862,-2.442
37.5,60.0,14.617,-2.843
37.5,62.5,14.360,-3.266
37.5,65.0,14.091,-3.712
37.5,67.5,13.809,-4.178
37.5,70.0,13.515,-4.666
37.5,72.5,13.210,-5.174
37.5,75.0,12.894,-5.703
37.5,77.5,12.567,-6.251
37.5,80.0,12.230,-6.817
37.5,82.5,11.884,-7.401
37.5,85.0,11.528,-8.002
37.5,87.5,11.164,-8.618
37.5,90.0,10.793,-9.248
37.5,92.5,10.415,-9.892
37.5,95.0,10.030,-10.547
37.5,97.5,9.641,-11.213
37.5,100.0,9.246,-11.887
37.5,102.5,8.847,-12.569
37.5,105.0,8.445,-13.258
37.5,107.5,8.040,-13.951
37.5,110.0,7.634,-14.647
37.5,112.5,7.226,-15.346
37.5,115.0,6.817,-16.044
37.5,117.5,6.409,-16.742
37.5,120.0,6.002,-17.437
37.5,122.5,5.597,-18.127
37.5,125.0,5.193,-18.812
37.5,127.5,4.794,-19.490
37.5,130.0,4.398,-20.159
37.5,132.5,4.007,-20.818
37.5,135.0,3.621,-21.465
37.5,137.5,3.243,-22.098
37.5,140.0,2.871,-22.717
37.5,142.5,2.509,-23.319
37.5,145.0,2.155,-23.902
37.5,147.5,1.813,-24.466
37.5,150.0,1.481,-25.007
37.5,152.5,1.163,-25.525
37.5,155.0,0.859,-26.018
37.5,157.5,0.570,-26.484
37.5,160.0,0.298,-26.921
40.0,0.0,17.151,1.727
40.0,2.5,17.152,1.729
40.0,5.0,17.145,1.718
40.0,7.5,17.129,1.693
40.0,10.0,17.105,1.655
40.0,12.5,17.073,1.603
40.0,15.0,17.032,1.537
40.0,17.5,16.981,1.457
40.0,20.0,16.922,1.362
40.0,22.5,16.853,1.251
40.0,25.0,16.773,1.124
40.0,27.5,16.684,0.981
40.0,30.0,16.584,0.821
40.0,32.5,16.474,0.643
40.0,35.0,16.353,0.448
40.0,37.5,16.220,0.233
40.0,40.0,16.075,0.000
40.0,42.5,15.919,-0.253
40.0,45.0,15.750,-0.527
40.0,47.5,15.570,-0.821
40.0,50.0,15.376,-1.136
40.0,52.5,15.170,-1.473
40.0,55.0,14.951,-1.831
40.0,57.5,14.720,-2.212
40.0,60.0,14.476,-2.614
40.0,62.5,14.219,-3.038
40.0,65.0,13.950,-3.485
40.0,67.5,13.668,-3.953
40.0,70.0,13.375,-4.442
40.0,72.5,13.070,-4.952
40.0,75.0,12.753,-5.482
40.0,77.5,12.427,-6.032
40.0,80.0,12.090,-6.600
40.0,82.5,11.743,-7.186
40.0,85.0,11.388,-7.789
40.0,87.5,11.025,-8.407
40.0,90.0,10.653,-9.039
40.0,92.5,10.275,-9.685
40.0,95.0,9.891,-10.342
40.0,97.5,9.501,-11.009
40.0,100.0,9.107,-11.686
40.0,102.5,8.709,-12.370
40.0,105.0,8.307,-13.061
40.0,107.5,7.902,-13.756
40.0,110.0,7.496,-14.454
40.0,112.5,7.089,-15.155
40.0,115.0,6.681,-15.855
40.0,117.5,6.273,-16.554
40.0,120.0,5.867,-17.251
40.0,122.5,5.462,-17.943
40.0,125.0,5.059,-18.630
40.0,127.5,4.660,-19.309
40.0,130.0,4.265,-19.980
40.0,132.5,3.874,-20.640
40.0,135.0,3.490,-21.288
40.0,137.5,3.112,-21.923
40.0,140.0,2.741,-22.543
40.0,142.5,2.379,-23.146
40.0,145.0,2.027,-23.730
40.0,147.5,1.685,-24.295
40.0,150.0,1.355,-24.837
40.0,152.5,1.037,-25.356
40.0,155.0,0.734,-25.850
40.0,157.5,0.446,-26.317
40.0,160.0,0.174,-26.754
42.5,0.0,16.985,1.970
42.5,2.5,16.986,1.972
42.5,5.0,16.980,1.962
42.5,7.5,16.965,1.939
42.5,10.0,16.942,1.902
42.5,12.5,16.910,1.851
42.5,15.0,16.870,1.786
42.5,17.5,16.820,1.706
42.5,20.0,16.761,1.611
42.5,22.5,16.692,1.501
42.5,25.0,16.614,1.375
42.5,27.5,16.525,1.233
42.5,30.0,16.426,1.073
42.5,32.5,16.316,0.896
42.5,35.0,16.195,0.701
42.5,37.5,16.063,0.487
42.5,40.0,15.919,0.253
42.5,42.5,15.763,0.000
42.5,45.0,15.595,-0.274
42.5,47.5,15.414,-0.568
42.5,50.0,15.221,-0.884
42.5,52.5,15.016,-1.221
42.5,55.0,14.797,-1.580
42.5,57.5,14.566,-1.961
42.5,60.0,14.322,-2.364
42.5,62.5,14.065,-2.790
42.5,65.0,13.796,-3.237
42.5,67.5,13.514,-3.706
42.5,70.0,13.221,-4.197
42.5,72.5,12.916,-4.709
42.5,75.0,12.600,-5.240
42.5,77.5,12.273,-5.792
42.5,80.0,11.936,-6.362
42.5,82.5,11.589,-6.949
42.5,85.0,11.234,-7.554
42.5,87.5,10.870,-8.174
42.5,90.0,10.499,-8.808
42.5,92.5,10.121,-9.455
42.5,95.0,9.737,-10.114
42.5,97.5,9.347,-10.784
42.5,100.0,8.953,-11.463
42.5,102.5,8.554,-12.149
42.5,105.0,8.153,-12.841
42.5,107.5,7.749,-13.538
42.5,110.0,7.342,-14.238
42.5,112.5,6.935,-14.940
42.5,115.0,6.527,-15.642
42.5,117.5,6.120,-16.343
42.5,120.0,5.714,-17.041
42.5,122.5,5.309,-17.735
42.5,125.0,4.907,-18.423
42.5,127.5,4.508,-19.104
42.5,130.0,4.113,-19.775
42.5,132.5,3.724,-20.437
42.5,135.0,3.339,-21.086
42.5,137.5,2.962,-21.722
42.5,140.0,2.592,-22.343
42.5,142.5,2.230,-22.947
42.5,145.0,1.878,-23.532
42.5,147.5,1.537,-24.097
42.5,150.0,1.207,-24.640
42.5,152.5,0.890,-25.160
42.5,155.0,0.588,-25.654
42.5,157.5,0.300,-26.121
42.5,160.0,0.029,-26.559
45.0,0.0,16.807,2.231
45.0,2.5,16.809,2.235
45.0,5.0,16.803,2.226
45.0,7.5,16.789,2.203
45.0,10.0,16.767,2.167
45.0,12.5,16.735,2.117
45.0,15.0,16.695,2.053
45.0,17.5,16.646,1.974
45.0,20.0,16.588,1.881
45.0,22.5,16.520,1.771
45.0,25.0,16.442,1.646
45.0,27.5,16.354,1.504
45.0,30.0,16.256,1.345
45.0,32.5,16.146,1.168
45.0,35.0,16.026,0.974
45.0,37.5,15.894,0.760
45.0,40.0,15.750,0.527
45.0,42.5,15.595,0.274
45.0,45.0,15.427,0.000
45.0,47.5,15.247,-0.294
45.0,50.0,15.054,-0.610
45.0,52.5,14.849,-0.948
45.0,55.0,14.630,-1.308
45.0,57.5,14.399,-1.689
45.0,60.0,14.155,-2.093
45.0,62.5,13.898,-2.520
45.0,65.0,13.629,-2.968
45.0,67.5,13.347,-3.439
45.0,70.0,13.054,-3.930
45.0,72.5,12.749,-4.443
45.0,75.0,12.432,-4.977
45.0,77.5,12.105,-5.529
45.0,80.0,11.768,-6.101
45.0,82.5,11.421,-6.690
45.0,85.0,11.066,-7.296
45.0,87.5,10.702,-7.918
45.0,90.0,10.330,-8.554
45.0,92.5,9.952,-9.203
45.0,95.0,9.567,-9.864
45.0,97.5,9.178,-10.535
45.0,100.0,8.783,-11.216
45.0,102.5,8.384,-11.904
45.0,105.0,7.982,-12.597
45.0,107.5,7.578,-13.296
45.0,110.0,7.172,-13.998
45.0,112.5,6.764,-14.701
45.0,115.0,6.357,-15.405
45.0,117.5,5.949,-16.107
45.0,120.0,5.543,-16.806
45.0,122.5,5.138,-17.501
45.0,125.0,4.736,-18.190
45.0,127.5,4.338,-18.872
45.0,130.0,3.943,-19.545
45.0,132.5,3.553,-20.207
45.0,135.0,3.169,-20.857
45.0,137.5,2.792,-21.494
45.0,140.0,2.422,-22.115
45.0,142.5,2.061,-22.719
45.0,145.0,1.709,-23.305
45.0,147.5,1.368,-23.870
45.0,150.0,1.039,-24.414
45.0,152.5,0.722,-24.934
45.0,155.0,0.420,-25.428
45.0,157.5,0.133,-25.895
45.0,160.0,-0.137,-26.333
47.5,0.0,16.616,2.511
47.5,2.5,16.619,2.516
47.5,5.0,16.614,2.508
47.5,7.5,16.600,2.487
47.5,10.0,16.579,2.452
47.5,12.5,16.548,2.403
47.5,15.0,16.509,2.340
47.5,17.5,16.461,2.262
47.5,20.0,16.403,2.170
47.5,22.5,16.336,2.061
47.5,25.0,16.258,1.937
47.5,27.5,16.171,1.796
47.5,30.0,16.073,1.637
47.5,32.5,15.964,1.461
47.5,35.0,15.844,1.267
47.5,37.5,15.713,1.054
47.5,40.0,15.570,0.821
47.5,42.5,15.414,0.568
47.5,45.0,15.247,0.294
47.5,47.5,15.067,0.000
47.5,50.0,14.874,-0.316
47.5,52.5,14.669,-0.654
47.5,55.0,14.451,-1.014
47.5,57.5,14.219,-1.396
47.5,60.0,13.975,-1.801
47.5,62.5,13.718,-2.228
47.5,65.0,13.449,-2.677
47.5,67.5,13.167,-3.149
47.5,70.0,12.873,-3.642
47.5,72.5,12.568,-4.156
47.5,75.0,12.251,-4.690
47.5,77.5,11.923,-5.245
47.5,80.0,11.586,-5.818
47.5,82.5,11.239,-6.409
47.5,85.0,10.882,-7.016
47.5,87.5,10.518,-7.639
47.5,90.0,10.146,-8.277
47.5,92.5,9.767,-8.928
47.5,95.0,9.382,-9.590
47.5,97.5,8.992,-10.263
47.5,100.0,8.597,-10.945
47.5,102.5,8.198,-11.634
47.5,105.0,7.795,-12.330
47.5,107.5,7.390,-13.029
47.5,110.0,6.984,-13.732
47.5,112.5,6.576,-14.437
47.5,115.0,6.168,-15.142
47.5,117.5,5.760,-15.845
47.5,120.0,5.354,-16.545
47.5,122.5,4.949,-17.241
47.5,125.0,4.546,-17.931
47.5,127.5,4.147,-18.614
47.5,130.0,3.753,-19.287
47.5,132.5,3.363,-19.950
47.5,135.0,2.979,-20.600
47.5,137.5,2.601,-21.237
47.5,140.0,2.231,-21.859
47.5,142.5,1.870,-22.463
47.5,145.0,1.519,-23.049
47.5,147.5,1.178,-23.614
47.5,150.0,0.848,-24.158
47.5,152.5,0.532,-24.677
47.5,155.0,0.230,-25.171
47.5,157.5,-0.057,-25.637
47.5,160.0,-0.327,-26.075
50.0,0.0,16.412,2.811
50.0,2.5,16.416,2.817
50.0,5.0,16.411,2.810
50.0,7.5,16.399,2.790
50.0,10.0,16.378,2.756
50.0,12.5,16.348,2.709
50.0,15.0,16.310,2.647
50.0,17.5,16.262,2.570
50.0,20.0,16.205,2.479
50.0,22.5,16.138,2.371
50.0,25.0,16.062,2.248
50.0,27.5,15.975,2.108
50.0,30.0,15.878,1.950
50.0,32.5,15.769,1.775
50.0,35.0,15.650,1.581
50.0,37.5,15.519,1.368
50.0,40.0,15.376,1.136
50.0,42.5,15.221,0.884
50.0,45.0,15.054,0.610
50.0,47.5,14.874,0.316
50.0,50.0,14.682,0.000
50.0,52.5,14.476,-0.338
50.0,55.0,14.258,-0.698
50.0,57.5,14.027,-1.081
50.0,60.0,13.782,-1.486
50.0,62.5,13.525,-1.914
50.0,65.0,13.255,-2.364
50.0,67.5,12.973,-2.836
50.0,70.0,12.679,-3.330
50.0,72.5,12.373,-3.846
50.0,75.0,12.055,-4.381
50.0,77.5,11.727,-4.937
50.0,80.0,11.389,-5.511
50.0,82.5,11.041,-6.103
50.0,85.0,10.684,-6.713
50.0,87.5,10.319,-7.337
50.0,90.0,9.946,-7.976
50.0,92.5,9.567,-8.628
50.0,95.0,9.181,-9.292
50.0,97.5,8.790,-9.966
50.0,100.0,8.394,-10.650
50.0,102.5,7.994,-11.340
50.0,105.0,7.591,-12.037
50.0,107.5,7.185,-12.738
50.0,110.0,6.778,-13.442
50.0,112.5,6.370,-14.147
50.0,115.0,5.961,-14.853
50.0,117.5,5.552,-15.557
50.0,120.0,5.145,-16.258
50.0,122.5,4.740,-16.954
50.0,125.0,4.337,-17.645
50.0,127.5,3.937,-18.327
50.0,130.0,3.542,-19.001
50.0,132.5,3.152,-19.664
50.0,135.0,2.767,-20.315
50.0,137.5,2.389,-20.951
50.0,140.0,2.019,-21.573
50.0,142.5,1.658,-22.177
50.0,145.0,1.306,-22.762
50.0,147.5,0.965,-23.327
50.0,150.0,0.635,-23.870
50.0,152.5,0.319,-24.389
50.0,155.0,0.017,-24.882
50.0,157.5,-0.270,-25.348
50.0,160.0,-0.540,-25.784
52.5,0.0,16.195,3.131
52.5,2.5,16.200,3.138
52.5,5.0,16.196,3.132
52.5,7.5,16.185,3.114
52.5,10.0,16.165,3.081
52.5,12.5,16.136,3.035
52.5,15.0,16.098,2.974
52.5,17.5,16.051,2.899
52.5,20.0,15.995,2.808
52.5,22.5,15.929,2.702
52.5,25.0,15.853,2.580
52.5,27.5,15.767,2.440
52.5,30.0,15.670,2.284
52.5,32.5,15.562,2.109
52.5,35.0,15.443,1.916
52.5,37.5,15.313,1.704
52.5,40.0,15.170,1.473
52.5,42.5,15.016,1.221
52.5,45.0,14.849,0.948
52.5,47.5,14.669,0.654
52.5,50.0,14.476,0.338
52.5,52.5,14.271,0.000
52.5,55.0,14.052,-0.360
52.5,57.5,13.821,-0.743
52.5,60.0,13.576,-1.149
52.5,62.5,13.319,-1.577
52.5,65.0,13.048,-2.028
52.5,67.5,12.766,-2.501
52.5,70.0,12.471,-2.996
52.5,72.5,12.164,-3.512
52.5,75.0,11.846,-4.049
52.5,77.5,11.517,-4.606
52.5,80.0,11.178,-5.181
52.5,82.5,10.829,-5.775
52.5,85.0,10.471,-6.385
52.5,87.5,10.105,-7.011
52.5,90.0,9.731,-7.651
52.5,92.5,9.350,-8.304
52.5,95.0,8.963,-8.969
52.5,97.5,8.571,-9.645
52.5,100.0,8.174,-10.329
52.5,102.5,7.773,-11.021
52.5,105.0,7.369,-11.718
52.5,107.5,6.963,-12.420
52.5,110.0,6.554,-13.125
52.5,112.5,6.145,-13.831
52.5,115.0,5.735,-14.537
52.5,117.5,5.326,-15.241
52.5,120.0,4.917,-15.943
52.5,122.5,4.511,-16.639
52.5,125.0,4.107,-17.330
52.5,127.5,3.707,-18.013
52.5,130.0,3.311,-18.686
52.5,132.5,2.919,-19.349
52.5,135.0,2.534,-19.999
52.5,137.5,2.156,-20.635
52.5,140.0,1.785,-21.256
52.5,142.5,1.423,-21.860
52.5,145.0,1.070,-22.444
52.5,147.5,0.729,-23.008
52.5,150.0,0.399,-23.550
52.5,152.5,0.082,-24.068
52.5,155.0,-0.220,-24.560
52.5,157.5,-0.507,-25.024
52.5,160.0,-0.777,-25.459
55.0,0.0,15.966,3.470
55.0,2.5,15.971,3.479
55.0,5.0,15.969,3.475
55.0,7.5,15.958,3.457
55.0,10.0,15.938,3.426
55.0,12.5,15.910,3.381
55.0,15.0,15.873,3.322
55.0,17.5,15.827,3.248
55.0,20.0,15.772,3.159
55.0,22.5,15.707,3.054
55.0,25.0,15.631,2.932
55.0,27.5,15.546,2.794
55.0,30.0,15.449,2.639
55.0,32.5,15.342,2.465
55.0,35.0,15.224,2.273
55.0,37.5,15.094,2.062
55.0,40.0,14.951,1.831
55.0,42.5,14.797,1.580
55.0,45.0,14.630,1.308
55.0,47.5,14.451,1.014
55.0,50.0,14.258,0.698
55.0,52.5,14.052,0.360
55.0,55.0,13.834,0.000
55.0,57.5,13.602,-0.383
55.0,60.0,13.357,-0.789
55.0,62.5,13.099,-1.218
55.0,65.0,12.828,-1.669
55.0,67.5,12.544,-2.143
55.0,70.0,12.248,-2.638
55.0,72.5,11.941,-3.155
55.0,75.0,11.621,-3.693
55.0,77.5,11.291,-4.251
55.0,80.0,10.951,-4.827
55.0,82.5,10.601,-5.422
55.0,85.0,10.242,-6.033
55.0,87.5,9.875,-6.660
55.0,90.0,9.500,-7.301
55.0,92.5,9.118,-7.956
55.0,95.0,8.729,-8.622
55.0,97.5,8.336,-9.298
55.0,100.0,7.938,-9.983
55.0,102.5,7.535,-10.675
55.0,105.0,7.130,-11.373
55.0,107.5,6.722,-12.076
55.0,110.0,6.312,-12.781
55.0,112.5,5.901,-13.488
55.0,115.0,5.490,-14.194
55.0,117.5,5.079,-14.898
55.0,120.0,4.670,-15.600
55.0,122.5,4.262,-16.296
55.0,125.0,3.857,-16.987
55.0,127.5,3.456,-17.669
55.0,130.0,3.058,-18.342
55.0,132.5,2.666,-19.004
55.0,135.0,2.280,-19.653
55.0,137.5,1.900,-20.289
55.0,140.0,1.528,-20.909
55.0,142.5,1.165,-21.511
55.0,145.0,0.812,-22.094
55.0,147.5,0.470,-22.657
55.0,150.0,0.139,-23.197
55.0,152.5,-0.178,-23.713
55.0,155.0,-0.481,-24.204
55.0,157.5,-0.769,-24.667
55.0,160.0,-1.039,-25.100
57.5,0.0,15.723,3.830
57.5,2.5,15.729,3.840
57.5,5.0,15.728,3.837
57.5,7.5,15.718,3.821
57.5,10.0,15.699,3.792
57.5,12.5,15.672,3.748
57.5,15.0,15.636,3.690
57.5,17.5,15.591,3.618
57.5,20.0,15.536,3.530
57.5,22.5,15.472,3.426
57.5,25.0,15.397,3.306
57.5,27.5,15.312,3.169
57.5,30.0,15.216,3.015
57.5,32.5,15.110,2.843
57.5,35.0,14.992,2.652
57.5,37.5,14.862,2.442
57.5,40.0,14.720,2.212
57.5,42.5,14.566,1.961
57.5,45.0,14.399,1.689
57.5,47.5,14.219,1.396
57.5,50.0,14.027,1.081
57.5,52.5,13.821,0.743
57.5,55.0,13.602,0.383
57.5,57.5,13.369,0.000
57.5,60.0,13.124,-0.406
57.5,62.5,12.865,-0.835
57.5,65.0,12.593,-1.287
57.5,67.5,12.309,-1.761
57.5,70.0,12.012,-2.257
57.5,72.5,11.703,-2.775
57.5,75.0,11.383,-3.313
57.5,77.5,11.052,-3.872
57.5,80.0,10.710,-4.449
57.5,82.5,10.358,-5.044
57.5,85.0,9.998,-5.657
57.5,87.5,9.629,-6.285
57.5,90.0,9.252,-6.927
57.5,92.5,8.869,-7.582
57.5,95.0,8.479,-8.249
57.5,97.5,8.084,-8.926
57.5,100.0,7.684,-9.611
57.5,102.5,7.280,-10.304
57.5,105.0,6.873,-11.003
57.5,107.5,6.463,-11.705
57.5,110.0,6.051,-12.411
57.5,112.5,5.639,-13.117
57.5,115.0,5.226,-13.824
57.5,117.5,4.814,-14.528
57.5,120.0,4.403,-15.229
57.5,122.5,3.993,-15.925
57.5,125.0,3.587,-16.614
57.5,127.5,3.184,-17.296
57.5,130.0,2.785,-17.968
57.5,132.5,2.391,-18.629
57.5,135.0,2.003,-19.277
57.5,137.5,1.622,-19.911
57.5,140.0,1.249,-20.530
57.5,142.5,0.885,-21.130
57.5,145.0,0.531,-21.712
57.5,147.5,0.187,-22.273
57.5,150.0,-0.144,-22.811
57.5,152.5,-0.462,-23.326
57.5,155.0,-0.766,-23.814
57.5,157.5,-1.054,-24.275
57.5,160.0,-1.325,-24.706
60.0,0.0,15.467,4.210
60.0,2.5,15.475,4.222
60.0,5.0,15.474,4.220
60.0,7.5,15.465,4.206
60.0,10.0,15.447,4.178
60.0,12.5,15.421,4.136
60.0,15.0,15.386,4.080
60.0,17.5,15.342,4.009
60.0,20.0,15.288,3.922
60.0,22.5,15.224,3.820
60.0,25.0,15.150,3.702
60.0,27.5,15.066,3.566
60.0,30.0,14.971,3.413
60.0,32.5,14.864,3.242
60.0,35.0,14.747,3.052
60.0,37.5,14.617,2.843
60.0,40.0,14.476,2.614
60.0,42.5,14.322,2.364
60.0,45.0,14.155,2.093
60.0,47.5,13.975,1.801
60.0,50.0,13.782,1.486
60.0,52.5,13.576,1.149
60.0,55.0,13.357,0.789
60.0,57.5,13.124,0.406
60.0,60.0,12.877,0.000
60.0,62.5,12.618,-0.429
60.0,65.0,12.345,-0.881
60.0,67.5,12.060,-1.356
60.0,70.0,11.762,-1.852
60.0,72.5,11.451,-2.370
60.0,75.0,11.130,-2.909
60.0,77.5,10.797,-3.469
60.0,80.0,10.454,-4.047
60.0,82.5,10.101,-4.643
60.0,85.0,9.738,-5.256
60.0,87.5,9.368,-5.884
60.0,90.0,8.989,-6.527
60.0,92.5,8.604,-7.183
60.0,95.0,8.212,-7.850
60.0,97.5,7.815,-8.528
60.0,100.0,7.413,-9.214
60.0,102.5,7.007,-9.907
60.0,105.0,6.598,-10.605
60.0,107.5,6.186,-11.308
60.0,110.0,5.772,-12.014
60.0,112.5,5.358,-12.720
60.0,115.0,4.943,-13.426
60.0,117.5,4.529,-14.130
60.0,120.0,4.116,-14.830
60.0,122.5,3.705,-15.525
60.0,125.0,3.296,-16.214
60.0,127.5,2.891,-16.894
60.0,130.0,2.490,-17.565
60.0,132.5,2.095,-18.224
60.0,135.0,1.705,-18.871
60.0,137.5,1.323,-19.503
60.0,140.0,0.948,-20.120
60.0,142.5,0.582,-20.718
60.0,145.0,0.227,-21.298
60.0,147.5,-0.118,-21.857
60.0,150.0,-0.451,-22.393
60.0,152.5,-0.770,-22.905
60.0,155.0,-1.075,-23.390
60.0,157.5,-1.364,-23.849
60.0,160.0,-1.635,-24.277
62.5,0.0,15.198,4.610
62.5,2.5,15.207,4.623
62.5,5.0,15.207,4.624
62.5,7.5,15.199,4.611
62.5,10.0,15.183,4.585
62.5,12.5,15.157,4.545
62.5,15.0,15.123,4.490
62.5,17.5,15.080,4.420
62.5,20.0,15.027,4.336
62.5,22.5,14.964,4.235
62.5,25.0,14.890,4.118
62.5,27.5,14.807,3.984
62.5,30.0,14.712,3.833
62.5,32.5,14.607,3.663
62.5,35.0,14.489,3.474
62.5,37.5,14.360,3.266
62.5,40.0,14.219,3.038
62.5,42.5,14.065,2.790
62.5,45.0,13.898,2.520
62.5,47.5,13.718,2.228
62.5,50.0,13.525,1.914
62.5,52.5,13.319,1.577
62.5,55.0,13.099,1.218
62.5,57.5,12.865,0.835
62.5,60.0,12.618,0.429
62.5,62.5,12.357,0.000
62.5,65.0,12.083,-0.452
62.5,67.5,11.797,-0.927
62.5,70.0,11.497,-1.424
62.5,72.5,11.186,-1.942
62.5,75.0,10.862,-2.482
62.5,77.5,10.528,-3.042
62.5,80.0,10.183,-3.620
62.5,82.5,9.828,-4.217
