M1,M2,G1,G2
62.5,85.0,9.463,-4.830
62.5,87.5,9.091,-5.460
62.5,90.0,8.710,-6.103
62.5,92.5,8.322,-6.759
62.5,95.0,7.928,-7.427
62.5,97.5,7.529,-8.104
62.5,100.0,7.125,-8.791
62.5,102.5,6.717,-9.484
62.5,105.0,6.305,-10.182
62.5,107.5,5.891,-10.885
62.5,110.0,5.475,-11.590
62.5,112.5,5.059,-12.296
62.5,115.0,4.642,-13.001
62.5,117.5,4.225,-13.704
62.5,120.0,3.810,-14.403
62.5,122.5,3.396,-15.097
62.5,125.0,2.985,-15.784
62.5,127.5,2.578,-16.463
62.5,130.0,2.175,-17.132
62.5,132.5,1.778,-17.790
62.5,135.0,1.386,-18.434
62.5,137.5,1.002,-19.065
62.5,140.0,0.625,-19.679
62.5,142.5,0.258,-20.275
62.5,145.0,-0.099,-20.852
62.5,147.5,-0.446,-21.408
62.5,150.0,-0.780,-21.942
62.5,152.5,-1.100,-22.451
62.5,155.0,-1.406,-22.934
62.5,157.5,-1.696,-23.389
62.5,160.0,-1.969,-23.815
65.0,0.0,14.917,5.030
65.0,2.5,14.926,5.046
65.0,5.0,14.928,5.048
65.0,7.5,14.921,5.037
65.0,10.0,14.905,5.012
65.0,12.5,14.881,4.974
65.0,15.0,14.848,4.921
65.0,17.5,14.805,4.853
65.0,20.0,14.753,4.770
65.0,22.5,14.691,4.671
65.0,25.0,14.618,4.556
65.0,27.5,14.535,4.423
65.0,30.0,14.442,4.273
65.0,32.5,14.336,4.105
65.0,35.0,14.220,3.918
65.0,37.5,14.091,3.712
65.0,40.0,13.950,3.485
65.0,42.5,13.796,3.237
65.0,45.0,13.629,2.968
65.0,47.5,13.449,2.677
65.0,50.0,13.255,2.364
65.0,52.5,13.048,2.028
65.0,55.0,12.828,1.669
65.0,57.5,12.593,1.287
65.0,60.0,12.345,0.881
65.0,62.5,12.083,0.452
65.0,65.0,11.808,0.000
65.0,67.5,11.520,-0.475
65.0,70.0,11.219,-0.972
65.0,72.5,10.906,-1.491
65.0,75.0,10.581,-2.031
65.0,77.5,10.244,-2.591
65.0,80.0,9.897,-3.170
65.0,82.5,9.540,-3.767
65.0,85.0,9.173,-4.381
65.0,87.5,8.798,-5.010
65.0,90.0,8.415,-5.654
65.0,92.5,8.025,-6.311
65.0,95.0,7.629,-6.978
65.0,97.5,7.227,-7.656
65.0,100.0,6.820,-8.342
65.0,102.5,6.410,-9.035
65.0,105.0,5.995,-9.733
65.0,107.5,5.579,-10.435
65.0,110.0,5.161,-11.140
65.0,112.5,4.741,-11.845
65.0,115.0,4.322,-12.549
65.0,117.5,3.902,-13.251
65.0,120.0,3.484,-13.949
65.0,122.5,3.068,-14.641
65.0,125.0,2.655,-15.327
65.0,127.5,2.246,-16.004
65.0,130.0,1.841,-16.671
65.0,132.5,1.441,-17.326
65.0,135.0,1.047,-17.969
65.0,137.5,0.660,-18.596
65.0,140.0,0.282,-19.208
65.0,142.5,-0.088,-19.801
65.0,145.0,-0.447,-20.376
65.0,147.5,-0.795,-20.929
65.0,150.0,-1.131,-21.459
65.0,152.5,-1.453,-21.965
65.0,155.0,-1.760,-22.445
65.0,157.5,-2.051,-22.897
65.0,160.0,-2.324,-23.319
67.5,0.0,14.623,5.471
67.5,2.5,14.633,5.488
67.5,5.0,14.636,5.492
67.5,7.5,14.630,5.483
67.5,10.0,14.616,5.460
67.5,12.5,14.592,5.423
67.5,15.0,14.560,5.372
67.5,17.5,14.518,5.306
67.5,20.0,14.467,5.225
67.5,22.5,14.406,5.128
67.5,25.0,14.334,5.014
67.5,27.5,14.252,4.884
67.5,30.0,14.159,4.735
67.5,32.5,14.054,4.569
67.5,35.0,13.938,4.383
67.5,37.5,13.809,4.178
67.5,40.0,13.668,3.953
67.5,42.5,13.514,3.706
67.5,45.0,13.347,3.439
67.5,47.5,13.167,3.149
67.5,50.0,12.973,2.836
67.5,52.5,12.766,2.501
67.5,55.0,12.544,2.143
67.5,57.5,12.309,1.761
67.5,60.0,12.060,1.356
67.5,62.5,11.797,0.927
67.5,65.0,11.520,0.475
67.5,67.5,11.230,0.000
67.5,70.0,10.928,-0.497
67.5,72.5,10.612,-1.016
67.5,75.0,10.285,-1.556
67.5,77.5,9.947,-2.117
67.5,80.0,9.597,-2.696
67.5,82.5,9.238,-3.294
67.5,85.0,8.869,-3.908
67.5,87.5,8.491,-4.537
67.5,90.0,8.106,-5.181
67.5,92.5,7.713,-5.838
67.5,95.0,7.314,-6.506
67.5,97.5,6.909,-7.183
67.5,100.0,6.500,-7.869
67.5,102.5,6.086,-8.562
67.5,105.0,5.669,-9.259
67.5,107.5,5.250,-9.961
67.5,110.0,4.828,-10.664
67.5,112.5,4.406,-11.368
67.5,115.0,3.984,-12.071
67.5,117.5,3.562,-12.771
67.5,120.0,3.141,-13.468
67.5,122.5,2.722,-14.158
67.5,125.0,2.306,-14.842
67.5,127.5,1.894,-15.517
67.5,130.0,1.486,-16.182
67.5,132.5,1.084,-16.835
67.5,135.0,0.688,-17.474
67.5,137.5,0.299,-18.099
67.5,140.0,-0.082,-18.708
67.5,142.5,-0.454,-19.298
67.5,145.0,-0.815,-19.869
67.5,147.5,-1.165,-20.419
67.5,150.0,-1.502,-20.946
67.5,152.5,-1.826,-21.449
67.5,155.0,-2.134,-21.925
67.5,157.5,-2.426,-22.373
67.5,160.0,-2.701,-22.792
70.0,0.0,14.316,5.931
70.0,2.5,14.328,5.950
70.0,5.0,14.332,5.956
70.0,7.5,14.327,5.949
70.0,10.0,14.314,5.928
70.0,12.5,14.292,5.893
70.0,15.0,14.260,5.844
70.0,17.5,14.220,5.780
70.0,20.0,14.169,5.701
70.0,22.5,14.109,5.605
70.0,25.0,14.038,5.494
70.0,27.5,13.956,5.365
70.0,30.0,13.864,5.218
70.0,32.5,13.760,5.053
70.0,35.0,13.644,4.870
70.0,37.5,13.515,4.666
70.0,40.0,13.375,4.442
70.0,42.5,13.221,4.197
70.0,45.0,13.054,3.930
70.0,47.5,12.873,3.642
70.0,50.0,12.679,3.330
70.0,52.5,12.471,2.996
70.0,55.0,12.248,2.638
70.0,57.5,12.012,2.257
70.0,60.0,11.762,1.852
70.0,62.5,11.497,1.424
70.0,65.0,11.219,0.972
70.0,67.5,10.928,0.497
70.0,70.0,10.623,0.000
70.0,72.5,10.306,-0.519
70.0,75.0,9.976,-1.059
70.0,77.5,9.635,-1.620
70.0,80.0,9.284,-2.199
70.0,82.5,8.922,-2.797
70.0,85.0,8.550,-3.411
70.0,87.5,8.170,-4.041
70.0,90.0,7.781,-4.685
70.0,92.5,7.386,-5.342
70.0,95.0,6.983,-6.009
70.0,97.5,6.576,-6.687
70.0,100.0,6.163,-7.372
70.0,102.5,5.746,-8.064
70.0,105.0,5.326,-8.761
70.0,107.5,4.904,-9.461
70.0,110.0,4.480,-10.164
70.0,112.5,4.054,-10.866
70.0,115.0,3.629,-11.568
70.0,117.5,3.204,-12.267
70.0,120.0,2.780,-12.961
70.0,122.5,2.358,-13.650
70.0,125.0,1.939,-14.331
70.0,127.5,1.524,-15.004
70.0,130.0,1.114,-15.666
70.0,132.5,0.709,-16.316
70.0,135.0,0.310,-16.953
70.0,137.5,-0.082,-17.575
70.0,140.0,-0.465,-18.180
70.0,142.5,-0.839,-18.768
70.0,145.0,-1.202,-19.335
70.0,147.5,-1.554,-19.881
70.0,150.0,-1.893,-20.405
70.0,152.5,-2.218,-20.904
70.0,155.0,-2.528,-21.376
70.0,157.5,-2.822,-21.821
70.0,160.0,-3.097,-22.236
72.5,0.0,13.997,6.411
72.5,2.5,14.010,6.432
72.5,5.0,14.015,6.440
72.5,7.5,14.012,6.434
72.5,10.0,14.000,6.416
72.5,12.5,13.979,6.383
72.5,15.0,13.949,6.335
72.5,17.5,13.909,6.273
72.5,20.0,13.860,6.196
72.5,22.5,13.800,6.103
72.5,25.0,13.730,5.993
72.5,27.5,13.649,5.866
72.5,30.0,13.557,5.722
72.5,32.5,13.454,5.558
72.5,35.0,13.338,5.376
72.5,37.5,13.210,5.174
72.5,40.0,13.070,4.952
72.5,42.5,12.916,4.709
72.5,45.0,12.749,4.443
72.5,47.5,12.568,4.156
72.5,50.0,12.373,3.846
72.5,52.5,12.164,3.512
72.5,55.0,11.941,3.155
72.5,57.5,11.703,2.775
72.5,60.0,11.451,2.370
72.5,62.5,11.186,1.942
72.5,65.0,10.906,1.491
72.5,67.5,10.612,1.016
72.5,70.0,10.306,0.519
72.5,72.5,9.986,0.000
72.5,75.0,9.655,-0.540
72.5,77.5,9.311,-1.101
72.5,80.0,8.957,-1.681
72.5,82.5,8.592,-2.278
72.5,85.0,8.217,-2.893
72.5,87.5,7.834,-3.523
72.5,90.0,7.442,-4.166
72.5,92.5,7.044,-4.823
72.5,95.0,6.638,-5.490
72.5,97.5,6.227,-6.167
72.5,100.0,5.812,-6.852
72.5,102.5,5.392,-7.543
72.5,105.0,4.968,-8.239
72.5,107.5,4.542,-8.939
72.5,110.0,4.115,-9.640
72.5,112.5,3.686,-10.341
72.5,115.0,3.257,-11.041
72.5,117.5,2.829,-11.738
72.5,120.0,2.402,-12.430
72.5,122.5,1.977,-13.117
72.5,125.0,1.556,-13.796
72.5,127.5,1.137,-14.466
72.5,130.0,0.724,-15.125
72.5,132.5,0.316,-15.772
72.5,135.0,-0.086,-16.406
72.5,137.5,-0.480,-17.025
72.5,140.0,-0.865,-17.627
72.5,142.5,-1.241,-18.211
72.5,145.0,-1.607,-18.775
72.5,147.5,-1.961,-19.317
72.5,150.0,-2.302,-19.837
72.5,152.5,-2.629,-20.331
72.5,155.0,-2.940,-20.800
72.5,157.5,-3.235,-21.241
72.5,160.0,-3.511,-21.652
75.0,0.0,13.667,6.910
75.0,2.5,13.681,6.933
75.0,5.0,13.688,6.942
75.0,7.5,13.686,6.939
75.0,10.0,13.675,6.922
75.0,12.5,13.655,6.891
75.0,15.0,13.626,6.846
75.0,17.5,13.587,6.786
75.0,20.0,13.539,6.711
75.0,22.5,13.480,6.620
75.0,25.0,13.411,6.512
75.0,27.5,13.331,6.387
75.0,30.0,13.240,6.245
75.0,32.5,13.137,6.083
75.0,35.0,13.022,5.903
75.0,37.5,12.894,5.703
75.0,40.0,12.753,5.482
75.0,42.5,12.600,5.240
75.0,45.0,12.432,4.977
75.0,47.5,12.251,4.690
75.0,50.0,12.055,4.381
75.0,52.5,11.846,4.049
75.0,55.0,11.621,3.693
75.0,57.5,11.383,3.313
75.0,60.0,11.130,2.909
75.0,62.5,10.862,2.482
75.0,65.0,10.581,2.031
75.0,67.5,10.285,1.556
75.0,70.0,9.976,1.059
75.0,72.5,9.655,0.540
75.0,75.0,9.320,0.000
75.0,77.5,8.974,-0.561
75.0,80.0,8.617,-1.140
75.0,82.5,8.249,-1.738
75.0,85.0,7.871,-2.353
75.0,87.5,7.485,-2.982
75.0,90.0,7.090,-3.626
75.0,92.5,6.688,-4.282
75.0,95.0,6.279,-4.949
75.0,97.5,5.865,-5.626
75.0,100.0,5.446,-6.310
75.0,102.5,5.022,-7.000
75.0,105.0,4.596,-7.695
75.0,107.5,4.166,-8.394
75.0,110.0,3.735,-9.093
75.0,112.5,3.303,-9.793
75.0,115.0,2.871,-10.491
75.0,117.5,2.439,-11.186
75.0,120.0,2.009,-11.876
75.0,122.5,1.581,-12.560
75.0,125.0,1.156,-13.237
75.0,127.5,0.735,-13.904
75.0,130.0,0.318,-14.561
75.0,132.5,-0.093,-15.205
75.0,135.0,-0.497,-15.836
75.0,137.5,-0.894,-16.451
75.0,140.0,-1.282,-17.049
75.0,142.5,-1.661,-17.629
75.0,145.0,-2.028,-18.189
75.0,147.5,-2.384,-18.728
75.0,150.0,-2.727,-19.244
75.0,152.5,-3.056,-19.735
75.0,155.0,-3.368,-20.199
75.0,157.5,-3.664,-20.636
75.0,160.0,-3.941,-21.043
77.5,0.0,13.325,7.427
77.5,2.5,13.341,7.451
77.5,5.0,13.349,7.463
77.5,7.5,13.348,7.462
77.5,10.0,13.338,7.447
77.5,12.5,13.320,7.419
77.5,15.0,13.292,7.376
77.5,17.5,13.255,7.318
77.5,20.0,13.207,7.245
77.5,22.5,13.150,7.156
77.5,25.0,13.082,7.050
77.5,27.5,13.002,6.927
77.5,30.0,12.912,6.787
77.5,32.5,12.809,6.628
77.5,35.0,12.695,6.449
77.5,37.5,12.567,6.251
77.5,40.0,12.427,6.032
77.5,42.5,12.273,5.792
77.5,45.0,12.105,5.529
77.5,47.5,11.923,5.245
77.5,50.0,11.727,4.937
77.5,52.5,11.517,4.606
77.5,55.0,11.291,4.251
77.5,57.5,11.052,3.872
77.5,60.0,10.797,3.469
77.5,62.5,10.528,3.042
77.5,65.0,10.244,2.591
77.5,67.5,9.947,2.117
77.5,70.0,9.635,1.620
77.5,72.5,9.311,1.101
77.5,75.0,8.974,0.561
77.5,77.5,8.625,0.000
77.5,80.0,8.265,-0.580
77.5,82.5,7.894,-1.177
77.5,85.0,7.513,-1.792
77.5,87.5,7.123,-2.422
77.5,90.0,6.725,-3.065
77.5,92.5,6.319,-3.721
77.5,95.0,5.907,-4.388
77.5,97.5,5.489,-5.063
77.5,100.0,5.066,-5.747
77.5,102.5,4.639,-6.436
77.5,105.0,4.209,-7.130
77.5,107.5,3.776,-7.827
77.5,110.0,3.341,-8.526
77.5,112.5,2.906,-9.224
77.5,115.0,2.470,-9.920
77.5,117.5,2.035,-10.613
77.5,120.0,1.601,-11.301
77.5,122.5,1.170,-11.983
77.5,125.0,0.741,-12.656
77.5,127.5,0.317,-13.321
77.5,130.0,-0.103,-13.974
77.5,132.5,-0.517,-14.616
77.5,135.0,-0.924,-15.243
77.5,137.5,-1.323,-15.855
77.5,140.0,-1.714,-16.449
77.5,142.5,-2.095,-17.026
77.5,145.0,-2.465,-17.582
77.5,147.5,-2.823,-18.117
77.5,150.0,-3.167,-18.628
77.5,152.5,-3.497,-19.115
77.5,155.0,-3.811,-19.576
77.5,157.5,-4.108,-20.008
77.5,160.0,-4.386,-20.412
80.0,0.0,12.973,7.961
80.0,2.5,12.990,7.988
80.0,5.0,12.999,8.002
80.0,7.5,13.000,8.003
80.0,10.0,12.992,7.990
80.0,12.5,12.975,7.964
80.0,15.0,12.948,7.923
80.0,17.5,12.912,7.867
80.0,20.0,12.866,7.796
80.0,22.5,12.809,7.709
80.0,25.0,12.742,7.606
80.0,27.5,12.663,7.486
80.0,30.0,12.573,7.347
80.0,32.5,12.472,7.190
80.0,35.0,12.357,7.014
80.0,37.5,12.230,6.817
80.0,40.0,12.090,6.600
80.0,42.5,11.936,6.362
80.0,45.0,11.768,6.101
80.0,47.5,11.586,5.818
80.0,50.0,11.389,5.511
80.0,52.5,11.178,5.181
80.0,55.0,10.951,4.827
80.0,57.5,10.710,4.449
80.0,60.0,10.454,4.047
80.0,62.5,10.183,3.620
80.0,65.0,9.897,3.170
80.0,67.5,9.597,2.696
80.0,70.0,9.284,2.199
80.0,72.5,8.957,1.681
80.0,75.0,8.617,1.140
80.0,77.5,8.265,0.580
80.0,80.0,7.901,0.000
80.0,82.5,7.527,-0.598
80.0,85.0,7.143,-1.212
80.0,87.5,6.749,-1.842
80.0,90.0,6.348,-2.485
80.0,92.5,5.938,-3.140
80.0,95.0,5.523,-3.807
80.0,97.5,5.101,-4.482
80.0,100.0,4.674,-5.165
80.0,102.5,4.243,-5.853
80.0,105.0,3.809,-6.546
80.0,107.5,3.373,-7.242
80.0,110.0,2.934,-7.939
80.0,112.5,2.495,-8.635
80.0,115.0,2.056,-9.329
80.0,117.5,1.617,-10.020
80.0,120.0,1.180,-10.706
80.0,122.5,0.745,-11.385
80.0,125.0,0.313,-12.056
80.0,127.5,-0.114,-12.718
80.0,130.0,-0.537,-13.368
80.0,132.5,-0.954,-14.006
80.0,135.0,-1.364,-14.630
80.0,137.5,-1.766,-15.238
80.0,140.0,-2.159,-15.830
80.0,142.5,-2.542,-16.402
80.0,145.0,-2.914,-16.955
80.0,147.5,-3.274,-17.485
80.0,150.0,-3.620,-17.993
80.0,152.5,-3.951,-18.476
80.0,155.0,-4.267,-18.932
80.0,157.5,-4.564,-19.361
80.0,160.0,-4.843,-19.760
82.5,0.0,12.611,8.512
82.5,2.5,12.629,8.541
82.5,5.0,12.640,8.557
82.5,7.5,12.642,8.560
82.5,10.0,12.635,8.550
82.5,12.5,12.619,8.525
82.5,15.0,12.594,8.487
82.5,17.5,12.559,8.434
82.5,20.0,12.514,8.365
82.5,22.5,12.459,8.281
82.5,25.0,12.392,8.179
82.5,27.5,12.315,8.061
82.5,30.0,12.226,7.925
82.5,32.5,12.124,7.770
82.5,35.0,12.010,7.596
82.5,37.5,11.884,7.401
82.5,40.0,11.743,7.186
82.5,42.5,11.589,6.949
82.5,45.0,11.421,6.690
82.5,47.5,11.239,6.409
82.5,50.0,11.041,6.103
82.5,52.5,10.829,5.775
82.5,55.0,10.601,5.422
82.5,57.5,10.358,5.044
82.5,60.0,10.101,4.643
82.5,62.5,9.828,4.217
82.5,65.0,9.540,3.767
82.5,67.5,9.238,3.294
82.5,70.0,8.922,2.797
82.5,72.5,8.592,2.278
82.5,75.0,8.249,1.738
82.5,77.5,7.894,1.178
82.5,80.0,7.527,0.598
82.5,82.5,7.149,0.000
82.5,85.0,6.762,-0.614
82.5,87.5,6.365,-1.244
82.5,90.0,5.959,-1.887
82.5,92.5,5.546,-2.542
82.5,95.0,5.127,-3.208
82.5,97.5,4.701,-3.882
82.5,100.0,4.271,-4.564
82.5,102.5,3.836,-5.252
82.5,105.0,3.398,-5.944
82.5,107.5,2.957,-6.638
82.5,110.0,2.515,-7.334
82.5,112.5,2.072,-8.028
82.5,115.0,1.629,-8.721
82.5,117.5,1.187,-9.409
82.5,120.0,0.746,-10.093
82.5,122.5,0.308,-10.770
82.5,125.0,-0.127,-11.438
82.5,127.5,-0.558,-12.097
82.5,130.0,-0.983,-12.744
82.5,132.5,-1.403,-13.379
82.5,135.0,-1.816,-13.999
82.5,137.5,-2.220,-14.604
82.5,140.0,-2.616,-15.192
82.5,142.5,-3.001,-15.761
82.5,145.0,-3.375,-16.309
82.5,147.5,-3.737,-16.836
82.5,150.0,-4.085,-17.340
82.5,152.5,-4.417,-17.818
82.5,155.0,-4.734,-18.271
82.5,157.5,-5.032,-18.695
82.5,160.0,-5.312,-19.090
85.0,0.0,12.239,9.079
85.0,2.5,12.259,9.110
85.0,5.0,12.271,9.128
85.0,7.5,12.275,9.133
85.0,10.0,12.269,9.125
85.0,12.5,12.255,9.103
85.0,15.0,12.231,9.067
85.0,17.5,12.197,9.016
85.0,20.0,12.153,8.950
85.0,22.5,12.099,8.868
85.0,25.0,12.034,8.769
85.0,27.5,11.957,8.653
85.0,30.0,11.869,8.519
85.0,32.5,11.768,8.366
85.0,35.0,11.655,8.194
85.0,37.5,11.528,8.002
85.0,40.0,11.388,7.789
85.0,42.5,11.234,7.554
85.0,45.0,11.066,7.296
85.0,47.5,10.882,7.016
85.0,50.0,10.684,6.713
85.0,52.5,10.471,6.385
85.0,55.0,10.242,6.033
85.0,57.5,9.998,5.657
85.0,60.0,9.738,5.256
85.0,62.5,9.463,4.830
85.0,65.0,9.173,4.381
85.0,67.5,8.869,3.908
85.0,70.0,8.550,3.411
85.0,72.5,8.217,2.893
85.0,75.0,7.871,2.353
85.0,77.5,7.513,1.792
85.0,80.0,7.143,1.212
85.0,82.5,6.762,0.614
85.0,85.0,6.370,0.000
85.0,87.5,5.969,-0.629
85.0,90.0,5.560,-1.272
85.0,92.5,5.143,-1.927
85.0,95.0,4.720,-2.593
85.0,97.5,4.290,-3.267
85.0,100.0,3.856,-3.948
85.0,102.5,3.418,-4.635
85.0,105.0,2.976,-5.325
85.0,107.5,2.531,-6.019
85.0,110.0,2.085,-6.712
85.0,112.5,1.639,-7.405
85.0,115.0,1.192,-8.096
85.0,117.5,0.746,-8.782
85.0,120.0,0.302,-9.464
85.0,122.5,-0.140,-10.138
85.0,125.0,-0.578,-10.804
85.0,127.5,-1.012,-11.460
85.0,130.0,-1.440,-12.104
85.0,132.5,-1.863,-12.736
85.0,135.0,-2.278,-13.353
85.0,137.5,-2.685,-13.954
85.0,140.0,-3.083,-14.538
85.0,142.5,-3.471,-15.104
85.0,145.0,-3.847,-15.648
85.0,147.5,-4.210,-16.171
85.0,150.0,-4.559,-16.671
85.0,152.5,-4.893,-17.146
85.0,155.0,-5.210,-17.594
85.0,157.5,-5.509,-18.015
85.0,160.0,-5.789,-18.406
87.5,0.0,11.858,9.661
87.5,2.5,11.880,9.694
87.5,5.0,11.893,9.714
87.5,7.5,11.899,9.722
87.5,10.0,11.895,9.716
87.5,12.5,11.882,9.696
87.5,15.0,11.859,9.663
87.5,17.5,11.827,9.614
87.5,20.0,11.784,9.550
87.5,22.5,11.731,9.470
87.5,25.0,11.667,9.374
87.5,27.5,11.591,9.260
87.5,30.0,11.503,9.129
87.5,32.5,11.403,8.978
87.5,35.0,11.291,8.808
87.5,37.5,11.164,8.618
87.5,40.0,11.025,8.407
87.5,42.5,10.870,8.174
87.5,45.0,10.702,7.918
87.5,47.5,10.518,7.639
87.5,50.0,10.319,7.337
87.5,52.5,10.105,7.011
87.5,55.0,9.875,6.660
87.5,57.5,9.629,6.285
87.5,60.0,9.368,5.884
87.5,62.5,9.091,5.460
87.5,65.0,8.798,5.010
87.5,67.5,8.491,4.537
87.5,70.0,8.170,4.041
87.5,72.5,7.834,3.523
87.5,75.0,7.485,2.982
87.5,77.5,7.123,2.422
87.5,80.0,6.749,1.842
87.5,82.5,6.365,1.244
87.5,85.0,5.969,0.629
87.5,87.5,5.565,0.000
87.5,90.0,5.152,-0.643
87.5,92.5,4.731,-1.298
87.5,95.0,4.304,-1.963
87.5,97.5,3.870,-2.636
87.5,100.0,3.432,-3.317
87.5,102.5,2.989,-4.003
87.5,105.0,2.544,-4.692
87.5,107.5,2.095,-5.384
87.5,110.0,1.646,-6.077
87.5,112.5,1.195,-6.768
87.5,115.0,0.745,-7.457
87.5,117.5,0.296,-8.141
87.5,120.0,-0.152,-8.820
87.5,122.5,-0.597,-9.492
87.5,125.0,-1.038,-10.156
87.5,127.5,-1.475,-10.809
87.5,130.0,-1.907,-11.450
87.5,132.5,-2.332,-12.079
87.5,135.0,-2.750,-12.693
87.5,137.5,-3.159,-13.291
87.5,140.0,-3.559,-13.871
87.5,142.5,-3.949,-14.433
87.5,145.0,-4.327,-14.974
87.5,147.5,-4.691,-15.493
87.5,150.0,-5.042,-15.989
87.5,152.5,-5.376,-16.460
87.5,155.0,-5.694,-16.905
87.5,157.5,-5.994,-17.321
87.5,160.0,-6.274,-17.708
90.0,0.0,11.469,10.256
90.0,2.5,11.492,10.291
90.0,5.0,11.508,10.314
90.0,7.5,11.514,10.324
90.0,10.0,11.512,10.320
90.0,12.5,11.500,10.303
90.0,15.0,11.479,10.272
90.0,17.5,11.448,10.226
90.0,20.0,11.407,10.164
90.0,22.5,11.355,10.087
90.0,25.0,11.292,9.993
90.0,27.5,11.217,9.882
90.0,30.0,11.130,9.752
90.0,32.5,11.031,9.604
90.0,35.0,10.919,9.436
90.0,37.5,10.793,9.248
90.0,40.0,10.653,9.039
90.0,42.5,10.499,8.808
90.0,45.0,10.330,8.554
90.0,47.5,10.146,8.277
90.0,50.0,9.946,7.976
90.0,52.5,9.731,7.651
90.0,55.0,9.500,7.301
90.0,57.5,9.252,6.927
90.0,60.0,8.989,6.527
90.0,62.5,8.710,6.103
90.0,65.0,8.415,5.654
90.0,67.5,8.106,5.181
90.0,70.0,7.781,4.685
90.0,72.5,7.442,4.166
90.0,75.0,7.090,3.626
90.0,77.5,6.725,3.065
90.0,80.0,6.348,2.485
90.0,82.5,5.959,1.887
90.0,85.0,5.560,1.272
90.0,87.5,5.152,0.643
90.0,90.0,4.735,0.000
90.0,92.5,4.310,-0.655
90.0,95.0,3.879,-1.319
90.0,97.5,3.441,-1.993
90.0,100.0,2.999,-2.673
90.0,102.5,2.552,-3.358
90.0,105.0,2.103,-4.047
90.0,107.5,1.651,-4.737
90.0,110.0,1.197,-5.428
90.0,112.5,0.743,-6.118
90.0,115.0,0.289,-6.805
90.0,117.5,-0.164,-7.488
90.0,120.0,-0.615,-8.165
90.0,122.5,-1.063,-8.835
90.0,125.0,-1.507,-9.495
90.0,127.5,-1.947,-10.146
90.0,130.0,-2.381,-10.785
90.0,132.5,-2.809,-11.410
90.0,135.0,-3.230,-12.021
90.0,137.5,-3.641,-12.616
90.0,140.0,-4.043,-13.193
90.0,142.5,-4.434,-13.751
90.0,145.0,-4.814,-14.289
90.0,147.5,-5.180,-14.805
90.0,150.0,-5.531,-15.297
90.0,152.5,-5.867,-15.764
90.0,155.0,-6.186,-16.204
90.0,157.5,-6.486,-16.617
90.0,160.0,-6.766,-17.000
92.5,0.0,11.072,10.864
92.5,2.5,11.097,10.901
92.5,5.0,11.114,10.926
92.5,7.5,11.123,10.938
92.5,10.0,11.122,10.937
92.5,12.5,11.112,10.923
92.5,15.0,11.092,10.894
92.5,17.5,11.063,10.850
92.5,20.0,11.023,10.791
92.5,22.5,10.972,10.716
92.5,25.0,10.910,10.625
92.5,27.5,10.836,10.516
92.5,30.0,10.751,10.389
92.5,32.5,10.652,10.243
92.5,35.0,10.540,10.078
92.5,37.5,10.415,9.892
92.5,40.0,10.275,9.685
92.5,42.5,10.121,9.455
92.5,45.0,9.952,9.203
92.5,47.5,9.767,8.928
92.5,50.0,9.567,8.628
92.5,52.5,9.350,8.304
92.5,55.0,9.118,7.956
92.5,57.5,8.869,7.582
92.5,60.0,8.604,7.183
92.5,62.5,8.322,6.759
92.5,65.0,8.025,6.311
92.5,67.5,7.713,5.838
92.5,70.0,7.386,5.342
92.5,72.5,7.044,4.823
92.5,75.0,6.688,4.282
92.5,77.5,6.319,3.721
92.5,80.0,5.938,3.140
92.5,82.5,5.546,2.542
92.5,85.0,5.143,1.927
92.5,87.5,4.731,1.298
92.5,90.0,4.310,0.655
92.5,92.5,3.881,0.000
92.5,95.0,3.446,-0.665
92.5,97.5,3.005,-1.338
92.5,100.0,2.558,-2.017
92.5,102.5,2.108,-2.702
92.5,105.0,1.654,-3.390
92.5,107.5,1.198,-4.079
92.5,110.0,0.741,-4.769
92.5,112.5,0.283,-5.458
92.5,115.0,-0.174,-6.143
92.5,117.5,-0.630,-6.824
92.5,120.0,-1.084,-7.499
92.5,122.5,-1.536,-8.167
92.5,125.0,-1.983,-8.825
92.5,127.5,-2.426,-9.473
92.5,130.0,-2.863,-10.109
92.5,132.5,-3.293,-10.732
92.5,135.0,-3.716,-11.340
92.5,137.5,-4.129,-11.932
92.5,140.0,-4.533,-12.506
92.5,142.5,-4.926,-13.060
92.5,145.0,-5.307,-13.595
92.5,147.5,-5.674,-14.107
92.5,150.0,-6.026,-14.595
92.5,152.5,-6.363,-15.059
92.5,155.0,-6.682,-15.496
92.5,157.5,-6.982,-15.905
92.5,160.0,-7.262,-16.284
95.0,0.0,10.669,11.483
95.0,2.5,10.696,11.523
95.0,5.0,10.714,11.550
95.0,7.5,10.724,11.564
95.0,10.0,10.725,11.566
95.0,12.5,10.717,11.553
95.0,15.0,10.699,11.527
95.0,17.5,10.671,11.486
95.0,20.0,10.632,11.430
95.0,22.5,10.583,11.357
95.0,25.0,10.522,11.268
95.0,27.5,10.449,11.162
95.0,30.0,10.364,11.037
95.0,32.5,10.267,10.894
95.0,35.0,10.155,10.731
95.0,37.5,10.030,10.547
95.0,40.0,9.891,10.342
95.0,42.5,9.737,10.114
95.0,45.0,9.567,9.864
95.0,47.5,9.382,9.590
95.0,50.0,9.181,9.292
95.0,52.5,8.963,8.969
95.0,55.0,8.729,8.622
95.0,57.5,8.479,8.249
95.0,60.0,8.212,7.850
95.0,62.5,7.928,7.427
