M1,M2,G1,G2
58,104,0.987,-16.542
58,106,0.431,-17.25
58,108,-0.117,-17.943
58,110,-0.654,-18.62
58,112,-1.179,-19.279
58,114,-1.691,-19.917
58,116,-2.19,-20.534
58,118,-2.673,-21.127
58,120,-3.138,-21.696
58,122,-3.583,-22.236
58,124,-4.007,-22.749
58,126,-4.409,-23.231
58,128,-4.785,-23.681
60,0,18.628,7.557
60,2,18.647,7.583
60,4,18.657,7.592
60,6,18.654,7.589
60,8,18.639,7.571
60,10,18.612,7.537
60,12,18.572,7.487
60,14,18.519,7.422
60,16,18.454,7.34
60,18,18.373,7.24
60,20,18.279,7.122
60,22,18.17,6.985
60,24,18.046,6.83
60,26,17.906,6.653
60,28,17.749,6.456
60,30,17.574,6.237
60,32,17.382,5.996
60,34,17.174,5.731
60,36,16.945,5.443
60,38,16.698,5.129
60,40,16.431,4.791
60,42,16.146,4.428
60,44,15.839,4.039
60,46,15.515,3.623
60,48,15.17,3.182
60,50,14.805,2.715
60,52,14.422,2.221
60,54,14.018,1.702
60,56,13.597,1.158
60,58,13.16,0.591
60,60,12.703,0
60,62,12.231,-0.614
60,64,11.745,-1.247
60,66,11.243,-1.901
60,68,10.728,-2.573
60,70,10.202,-3.261
60,72,9.664,-3.966
60,74,9.116,-4.683
60,76,8.558,-5.413
60,78,7.994,-6.153
60,80,7.423,-6.901
60,82,6.845,-7.656
60,84,6.264,-8.416
60,86,5.678,-9.18
60,88,5.091,-9.945
60,90,4.502,-10.711
60,92,3.913,-11.474
60,94,3.324,-12.234
60,96,2.738,-12.989
60,98,2.155,-13.737
60,100,1.576,-14.477
60,102,1.002,-15.207
60,104,0.433,-15.925
60,106,-0.127,-16.63
60,108,-0.677,-17.32
60,110,-1.219,-17.992
60,112,-1.747,-18.646
60,114,-2.264,-19.281
60,116,-2.764,-19.893
60,118,-3.249,-20.483
60,120,-3.717,-21.047
60,122,-4.165,-21.584
60,124,-4.591,-22.092
60,126,-4.994,-22.569
60,128,-5.372,-23.015
62,0,18.162,8.123
62,2,18.184,8.149
62,4,18.195,8.162
62,6,18.193,8.161
62,8,18.18,8.145
62,10,18.155,8.114
62,12,18.117,8.067
62,14,18.066,8.004
62,16,18.001,7.924
62,18,17.923,7.826
62,20,17.831,7.711
62,22,17.722,7.576
62,24,17.599,7.423
62,26,17.459,7.249
62,28,17.303,7.053
62,30,17.129,6.837
62,32,16.938,6.597
62,34,16.728,6.335
62,36,16.499,6.047
62,38,16.251,5.736
62,40,15.984,5.4
62,42,15.698,5.038
62,44,15.39,4.649
62,46,15.064,4.235
62,48,14.716,3.794
62,50,14.35,3.327
62,52,13.962,2.834
62,54,13.558,2.315
62,56,13.132,1.772
62,58,12.691,1.204
62,60,12.231,0.614
62,62,11.756,0
62,64,11.265,-0.634
62,66,10.759,-1.287
62,68,10.24,-1.96
62,70,9.709,-2.649
62,72,9.166,-3.352
62,74,8.613,-4.07
62,76,8.051,-4.799
62,78,7.481,-5.537
62,80,6.905,-6.285
62,82,6.323,-7.039
62,84,5.737,-7.798
62,86,5.147,-8.56
62,88,4.554,-9.325
62,90,3.961,-10.088
62,92,3.367,-10.849
62,94,2.774,-11.607
62,96,2.182,-12.36
62,98,1.595,-13.106
62,100,1.01,-13.842
62,102,0.432,-14.569
62,104,-0.14,-15.283
62,106,-0.705,-15.985
62,108,-1.259,-16.671
62,110,-1.803,-17.341
62,112,-2.336,-17.99
62,114,-2.855,-18.621
62,116,-3.36,-19.229
62,118,-3.848,-19.814
62,120,-4.317,-20.373
62,122,-4.766,-20.906
62,124,-5.194,-21.41
62,126,-5.599,-21.883
62,128,-5.978,-22.324
64,0,17.682,8.707
64,2,17.705,8.736
64,4,17.718,8.752
64,6,17.719,8.753
64,8,17.708,8.739
64,10,17.685,8.71
64,12,17.648,8.665
64,14,17.599,8.604
64,16,17.536,8.526
64,18,17.459,8.431
64,20,17.367,8.319
64,22,17.26,8.187
64,24,17.137,8.035
64,26,16.999,7.864
64,28,16.842,7.671
64,30,16.669,7.456
64,32,16.479,7.218
64,34,16.269,6.958
64,36,16.04,6.673
64,38,15.792,6.363
64,40,15.523,6.027
64,42,15.236,5.666
64,44,14.926,5.279
64,46,14.598,4.866
64,48,14.249,4.426
64,50,13.879,3.959
64,52,13.49,3.467
64,54,13.081,2.949
64,56,12.654,2.405
64,58,12.208,1.838
64,60,11.745,1.247
64,62,11.265,0.634
64,64,10.769,0
64,66,10.259,-0.654
64,68,9.736,-1.326
64,70,9.199,-2.015
64,72,8.652,-2.718
64,74,8.093,-3.434
64,76,7.528,-4.164
64,78,6.953,-4.902
64,80,6.371,-5.649
64,82,5.783,-6.401
64,84,5.192,-7.159
64,86,4.597,-7.921
64,88,3.999,-8.683
64,90,3.401,-9.444
64,92,2.802,-10.203
64,94,2.204,-10.959
64,96,1.608,-11.709
64,98,1.015,-12.452
64,100,0.427,-13.186
64,102,-0.155,-13.91
64,104,-0.732,-14.62
64,106,-1.3,-15.318
64,108,-1.859,-16.001
64,110,-2.407,-16.666
64,112,-2.943,-17.313
64,114,-3.465,-17.939
64,116,-3.972,-18.544
64,118,-4.462,-19.123
64,120,-4.934,-19.679
64,122,-5.385,-20.207
64,124,-5.816,-20.706
64,126,-6.221,-21.175
64,128,-6.601,-21.611
66,0,17.189,9.31
66,2,17.213,9.341
66,4,17.228,9.359
66,6,17.231,9.362
66,8,17.221,9.351
66,10,17.2,9.324
66,12,17.166,9.282
66,14,17.118,9.224
66,16,17.056,9.149
66,18,16.982,9.057
66,20,16.89,8.945
66,22,16.785,8.816
66,24,16.664,8.668
66,26,16.525,8.498
66,28,16.37,8.308
66,30,16.198,8.094
66,32,16.006,7.859
66,34,15.796,7.6
66,36,15.567,7.317
66,38,15.319,7.009
66,40,15.049,6.675
66,42,14.76,6.316
66,44,14.449,5.93
66,46,14.118,5.517
66,48,13.768,5.078
66,50,13.395,4.612
66,52,13.003,4.12
66,54,12.591,3.603
66,56,12.161,3.059
66,58,11.711,2.491
66,60,11.243,1.901
66,62,10.759,1.288
66,64,10.259,0.654
66,66,9.744,0
66,68,9.217,-0.672
66,70,8.675,-1.361
66,72,8.122,-2.064
66,74,7.559,-2.78
66,76,6.988,-3.509
66,78,6.407,-4.246
66,80,5.821,-4.992
66,82,5.228,-5.744
66,84,4.631,-6.501
66,86,4.03,-7.26
66,88,3.428,-8.021
66,90,2.824,-8.78
66,92,2.22,-9.538
66,94,1.618,-10.291
66,96,1.017,-11.039
66,98,0.42,-11.779
66,100,-0.173,-12.51
66,102,-0.761,-13.23
66,104,-1.34,-13.938
66,106,-1.912,-14.633
66,108,-2.475,-15.311
66,110,-3.026,-15.972
66,112,-3.566,-16.615
66,114,-4.09,-17.238
66,116,-4.6,-17.837
66,118,-5.094,-18.413
66,120,-5.568,-18.965
66,122,-6.02,-19.487
66,124,-6.452,-19.983
66,126,-6.859,-20.447
66,128,-7.24,-20.879
68,0,16.682,9.93
68,2,16.709,9.964
68,4,16.725,9.983
68,6,16.731,9.989
68,8,16.723,9.98
68,10,16.703,9.956
68,12,16.671,9.917
68,14,16.624,9.861
68,16,16.564,9.789
68,18,16.491,9.699
68,20,16.402,9.591
68,22,16.297,9.464
68,24,16.177,9.317
68,26,16.04,9.15
68,28,15.886,8.962
68,30,15.713,8.752
68,32,15.522,8.519
68,34,15.312,8.262
68,36,15.083,7.98
68,38,14.832,7.673
68,40,14.562,7.342
68,42,14.272,6.983
68,44,13.96,6.598
68,46,13.627,6.187
68,48,13.273,5.748
68,50,12.898,5.283
68,52,12.503,4.791
68,54,12.088,4.274
68,56,11.654,3.731
68,58,11.2,3.164
68,60,10.728,2.573
68,62,10.24,1.96
68,64,9.736,1.326
68,66,9.217,0.672
68,68,8.682,0
68,70,8.136,-0.688
68,72,7.578,-1.391
68,74,7.01,-2.108
68,76,6.433,-2.836
68,78,5.847,-3.573
68,80,5.256,-4.318
68,82,4.659,-5.069
68,84,4.056,-5.824
68,86,3.45,-6.583
68,88,2.842,-7.341
68,90,2.234,-8.099
68,92,1.625,-8.855
68,94,1.017,-9.605
68,96,0.412,-10.351
68,98,-0.191,-11.088
68,100,-0.788,-11.816
68,102,-1.379,-12.534
68,104,-1.963,-13.238
68,106,-2.539,-13.929
68,108,-3.105,-14.604
68,110,-3.66,-15.261
68,112,-4.202,-15.9
68,114,-4.731,-16.519
68,116,-5.243,-17.114
68,118,-5.738,-17.686
68,120,-6.214,-18.233
68,122,-6.669,-18.752
68,124,-7.101,-19.242
68,126,-7.509,-19.703
68,128,-7.89,-20.131
70,0,16.162,10.566
70,2,16.192,10.602
70,4,16.21,10.624
70,6,16.218,10.633
70,8,16.213,10.626
70,10,16.195,10.604
70,12,16.164,10.568
70,14,16.12,10.515
70,16,16.061,10.445
70,18,15.989,10.357
70,20,15.902,10.252
70,22,15.798,10.128
70,24,15.678,9.984
70,26,15.542,9.819
70,28,15.39,9.633
70,30,15.216,9.425
70,32,15.027,9.195
70,34,14.816,8.94
70,36,14.587,8.66
70,38,14.336,8.355
70,40,14.065,8.024
70,42,13.773,7.668
70,44,13.46,7.284
70,46,13.124,6.874
70,48,12.769,6.435
70,50,12.391,5.972
70,52,11.992,5.479
70,54,11.573,4.962
70,56,11.136,4.42
70,58,10.678,3.853
70,60,10.202,3.261
70,62,9.709,2.649
70,64,9.199,2.015
70,66,8.675,1.361
70,68,8.136,0.688
70,70,7.585,0
70,72,7.022,-0.703
70,74,6.448,-1.42
70,76,5.866,-2.147
70,78,5.275,-2.883
70,80,4.678,-3.628
70,82,4.074,-4.378
70,84,3.467,-5.132
70,86,2.855,-5.888
70,88,2.243,-6.646
70,90,1.629,-7.402
70,92,1.015,-8.156
70,94,0.403,-8.904
70,96,-0.207,-9.646
70,98,-0.814,-10.381
70,100,-1.415,-11.108
70,102,-2.01,-11.822
70,104,-2.599,-12.523
70,106,-3.178,-13.211
70,108,-3.748,-13.882
70,110,-4.306,-14.536
70,112,-4.851,-15.171
70,114,-5.382,-15.785
70,116,-5.898,-16.377
70,118,-6.394,-16.945
70,120,-6.872,-17.487
70,122,-7.327,-18.002
70,124,-7.761,-18.489
70,126,-8.17,-18.944
70,128,-8.551,-19.367
72,0,15.632,11.217
72,2,15.664,11.255
72,4,15.685,11.28
72,6,15.693,11.291
72,8,15.691,11.287
72,10,15.674,11.268
72,12,15.646,11.234
72,14,15.604,11.184
72,16,15.548,11.116
72,18,15.477,11.032
72,20,15.391,10.929
72,22,15.289,10.808
72,24,15.17,10.666
72,26,15.035,10.504
72,28,14.883,10.32
72,30,14.711,10.114
72,32,14.52,9.886
72,34,14.31,9.633
72,36,14.08,9.355
72,38,13.829,9.052
72,40,13.556,8.723
72,42,13.263,8.368
72,44,12.948,7.985
72,46,12.61,7.576
72,48,12.252,7.139
72,50,11.872,6.675
72,52,11.47,6.184
72,54,11.048,5.666
72,56,10.605,5.124
72,58,10.143,4.556
72,60,9.664,3.966
72,62,9.166,3.352
72,64,8.652,2.718
72,66,8.122,2.064
72,68,7.578,1.391
72,70,7.022,0.703
72,72,6.454,0
72,74,5.874,-0.716
72,76,5.287,-1.443
72,78,4.69,-2.18
72,80,4.088,-2.923
72,82,3.478,-3.673
72,84,2.866,-4.426
72,86,2.25,-5.181
72,88,1.632,-5.937
72,90,1.013,-6.691
72,92,0.394,-7.443
72,94,-0.224,-8.19
72,96,-0.838,-8.93
72,98,-1.449,-9.663
72,100,-2.054,-10.385
72,102,-2.654,-11.097
72,104,-3.245,-11.795
72,106,-3.829,-12.479
72,108,-4.402,-13.147
72,110,-4.963,-13.798
72,112,-5.511,-14.429
72,114,-6.044,-15.039
72,116,-6.561,-15.628
72,118,-7.06,-16.192
72,120,-7.539,-16.73
72,122,-7.997,-17.241
72,124,-8.431,-17.722
72,126,-8.84,-18.174
72,128,-9.222,-18.593
74,0,15.091,11.882
74,2,15.125,11.922
74,4,15.148,11.95
74,6,15.161,11.963
74,8,15.159,11.962
74,10,15.146,11.946
74,12,15.118,11.915
74,14,15.079,11.867
74,16,15.024,11.802
74,18,14.955,11.72
74,20,14.87,11.62
74,22,14.769,11.501
74,24,14.654,11.362
74,26,14.519,11.203
74,28,14.366,11.022
74,30,14.196,10.819
74,32,14.005,10.592
74,34,13.795,10.341
74,36,13.564,10.065
74,38,13.312,9.764
74,40,13.04,9.436
74,42,12.744,9.082
74,44,12.428,8.701
74,46,12.088,8.292
74,48,11.727,7.856
74,50,11.343,7.392
74,52,10.938,6.902
74,54,10.513,6.385
74,56,10.067,5.843
74,58,9.601,5.275
74,60,9.116,4.683
74,62,8.613,4.07
74,64,8.093,3.434
74,66,7.559,2.78
74,68,7.01,2.108
74,70,6.448,1.42
74,72,5.874,0.716
74,74,5.29,0
74,76,4.697,-0.727
74,78,4.096,-1.463
74,80,3.487,-2.206
74,82,2.873,-2.955
74,84,2.254,-3.708
74,86,1.633,-4.461
74,88,1.01,-5.216
74,90,0.386,-5.969
74,92,-0.237,-6.719
74,94,-0.859,-7.463
74,96,-1.477,-8.202
74,98,-2.094,-8.932
74,100,-2.703,-9.652
74,102,-3.307,-10.361
74,104,-3.902,-11.056
74,106,-4.488,-11.738
74,108,-5.065,-12.402
74,110,-5.628,-13.05
74,112,-6.178,-13.678
74,114,-6.714,-14.284
74,116,-7.233,-14.869
74,118,-7.734,-15.429
74,120,-8.213,-15.962
74,122,-8.673,-16.47
74,124,-9.108,-16.948
74,126,-9.516,-17.395
74,128,-9.898,-17.81
76,0,14.542,12.559
76,2,14.579,12.603
76,4,14.603,12.632
76,6,14.617,12.647
76,8,14.618,12.65
76,10,14.607,12.635
76,12,14.583,12.607
76,14,14.544,12.562
76,16,14.491,12.501
76,18,14.425,12.421
76,20,14.341,12.324
76,22,14.242,12.208
76,24,14.126,12.071
76,26,13.994,11.915
76,28,13.841,11.736
76,30,13.671,11.535
76,32,13.481,11.311
76,34,13.271,11.062
76,36,13.04,10.788
76,38,12.788,10.489
76,40,12.514,10.163
76,42,12.216,9.809
76,44,11.898,9.43
76,46,11.557,9.022
76,48,11.193,8.585
76,50,10.806,8.123
76,52,10.398,7.632
76,54,9.969,7.116
76,56,9.518,6.572
76,58,9.048,6.004
76,60,8.558,5.413
76,62,8.051,4.799
76,64,7.528,4.164
76,66,6.988,3.509
76,68,6.433,2.836
76,70,5.866,2.147
76,72,5.287,1.443
76,74,4.697,0.727
76,76,4.097,0
76,78,3.491,-0.736
76,80,2.877,-1.479
76,82,2.257,-2.227
76,84,1.634,-2.978
76,86,1.009,-3.732
76,88,0.38,-4.485
76,90,-0.249,-5.237
76,92,-0.878,-5.985
76,94,-1.503,-6.728
76,96,-2.126,-7.464
76,98,-2.746,-8.192
76,100,-3.36,-8.909
76,102,-3.966,-9.616
76,104,-4.566,-10.309
76,106,-5.155,-10.987
76,108,-5.734,-11.649
76,110,-6.301,-12.293
76,112,-6.853,-12.918
76,114,-7.39,-13.521
76,116,-7.911,-14.101
76,118,-8.412,-14.658
76,120,-8.895,-15.188
76,122,-9.353,-15.691
76,124,-9.789,-16.166
76,126,-10.198,-16.609
76,128,-10.58,-17.02
78,0,13.983,13.247
78,2,14.022,13.293
78,4,14.05,13.326
78,6,14.066,13.344
78,8,14.07,13.347
78,10,14.061,13.338
78,12,14.037,13.311
78,14,14.002,13.269
78,16,13.95,13.21
78,18,13.885,13.133
78,20,13.804,13.039
78,22,13.706,12.925
78,24,13.592,12.792
78,26,13.461,12.638
78,28,13.31,12.462
78,30,13.141,12.264
78,32,12.95,12.04
78,34,12.74,11.794
78,36,12.51,11.522
78,38,12.256,11.225
78,40,11.981,10.9
78,42,11.682,10.549
78,44,11.362,10.169
78,46,11.018,9.762
78,48,10.652,9.327
78,50,10.262,8.863
78,52,9.85,8.373
78,54,9.417,7.856
78,56,8.963,7.314
78,58,8.487,6.745
78,60,7.994,6.153
78,62,7.481,5.537
78,64,6.953,4.902
78,66,6.407,4.246
78,68,5.847,3.573
78,70,5.275,2.883
78,72,4.69,2.18
78,74,4.096,1.463
78,76,3.491,0.736
78,78,2.879,0
78,80,2.258,-0.743
78,82,1.634,-1.491
78,84,1.006,-2.242
78,86,0.375,-2.995
78,88,-0.258,-3.747
78,90,-0.891,-4.497
78,92,-1.524,-5.243
78,94,-2.155,-5.985
78,96,-2.782,-6.72
78,98,-3.406,-7.445
78,100,-4.024,-8.161
78,102,-4.633,-8.864
78,104,-5.235,-9.555
78,106,-5.828,-10.23
78,108,-6.409,-10.89
78,110,-6.979,-11.531
78,112,-7.533,-12.152
78,114,-8.072,-12.752
78,116,-8.594,-13.329
78,118,-9.097,-13.882
78,120,-9.579,-14.409
78,122,-10.038,-14.909
78,124,-10.475,-15.38
78,126,-10.883,-15.819
78,128,-11.264,-16.226
80,0,13.417,13.946
80,2,13.46,13.994
80,4,13.49,14.029
80,6,13.507,14.05
80,8,13.514,14.056
80,10,13.507,14.048
80,12,13.487,14.024
80,14,13.453,13.985
80,16,13.404,13.929
80,18,13.34,13.856
80,20,13.261,13.764
80,22,13.165,13.653
80,24,13.052,13.522
80,26,12.921,13.37
80,28,12.771,13.198
80,30,12.602,13.001
80,32,12.413,12.781
80,34,12.203,12.537
80,36,11.971,12.267
80,38,11.718,11.97
80,40,11.441,11.648
80,42,11.141,11.297
80,44,10.819,10.918
80,46,10.473,10.511
80,48,10.104,10.077
80,50,9.711,9.615
80,52,9.296,9.124
80,54,8.859,8.606
80,56,8.4,8.063
80,58,7.922,7.494
80,60,7.423,6.901
80,62,6.905,6.285
80,64,6.371,5.649
80,66,5.821,4.992
80,68,5.256,4.318
80,70,4.678,3.628
80,72,4.088,2.923
80,74,3.487,2.206
80,76,2.877,1.479
80,78,2.258,0.743
80,80,1.634,0
80,82,1.006,-0.748
80,84,0.372,-1.498
80,86,-0.264,-2.251
80,88,-0.902,-3.002
80,90,-1.54,-3.751
80,92,-2.177,-4.496
80,94,-2.812,-5.237
80,96,-3.443,-5.969
80,98,-4.07,-6.693
80,100,-4.691,-7.406
80,102,-5.305,-8.109
80,104,-5.91,-8.797
80,106,-6.504,-9.469
80,108,-7.089,-10.127
80,110,-7.66,-10.764
80,112,-8.216,-11.382
80,114,-8.757,-11.979
80,116,-9.279,-12.553
80,118,-9.784,-13.104
80,120,-10.266,-13.627
80,122,-10.725,-14.123
80,124,-11.162,-14.59
80,126,-11.57,-15.026
80,128,-11.951,-15.43
82,0,12.845,14.651
82,2,12.89,14.703
82,4,12.923,14.74
82,6,12.943,14.764
82,8,12.951,14.773
82,10,12.947,14.767
82,12,12.929,14.746
82,14,12.897,14.71
82,16,12.85,14.657
82,18,12.789,14.587
82,20,12.711,14.497
82,22,12.617,14.389
82,24,12.505,14.261
82,26,12.376,14.112
82,28,12.227,13.941
82,30,12.058,13.747
82,32,11.87,13.529
82,34,11.659,13.287
82,36,11.427,13.019
82,38,11.174,12.724
82,40,10.896,12.402
82,42,10.595,12.054
82,44,10.27,11.675
82,46,9.923,11.269
82,48,9.55,10.835
82,50,9.155,10.373
82,52,8.737,9.882
82,54,8.295,9.364
82,56,7.832,8.82
82,58,7.349,8.25
82,60,6.845,7.656
82,62,6.323,7.039
82,64,5.783,6.401
82,66,5.228,5.744
82,68,4.659,5.069
82,70,4.074,4.378
82,72,3.478,3.673
82,74,2.873,2.955
82,76,2.257,2.227
82,78,1.634,1.491
82,80,1.006,0.748
82,82,0.371,0
82,84,-0.267,-0.75
82,86,-0.909,-1.502
82,88,-1.551,-2.253
82,90,-2.193,-3.001
82,92,-2.834,-3.746
82,94,-3.473,-4.485
82,96,-4.108,-5.216
82,98,-4.739,-5.939
82,100,-5.362,-6.65
82,102,-5.979,-7.35
82,104,-6.587,-8.035
82,106,-7.184,-8.707
82,108,-7.77,-9.36
82,110,-8.343,-9.996
82,112,-8.902,-10.611
82,114,-9.443,-11.206
82,116,-9.968,-11.777
82,118,-10.472,-12.324
82,120,-10.954,-12.844
82,122,-11.414,-13.336
82,124,-11.85,-13.8
82,126,-12.257,-14.233
82,128,-12.636,-14.634
84,0,12.268,15.364
84,2,12.315,15.418
84,4,12.35,15.457
84,6,12.373,15.483
84,8,12.384,15.497
84,10,12.381,15.493
84,12,12.366,15.476
84,14,12.336,15.442
84,16,12.291,15.392
84,18,12.233,15.324
84,20,12.157,15.237
84,22,12.064,15.132
84,24,11.953,15.007
84,26,11.825,14.86
84,28,11.678,14.692
84,30,11.51,14.5
84,32,11.322,14.285
84,34,11.112,14.044
84,36,10.879,13.777
84,38,10.625,13.485
84,40,10.346,13.165
84,42,10.044,12.816
84,44,9.718,12.439
84,46,9.368,12.034
84,48,8.993,11.599
84,50,8.594,11.136
84,52,8.171,10.645
84,54,7.727,10.127
84,56,7.259,9.582
84,58,6.771,9.011
84,60,6.264,8.416
84,62,5.737,7.798
84,64,5.192,7.159
84,66,4.631,6.501
84,68,4.056,5.824
84,70,3.467,5.132
84,72,2.866,4.426
84,74,2.254,3.708
84,76,1.634,2.978
84,78,1.006,2.242
84,80,0.372,1.498
84,82,-0.267,0.75
84,84,-0.91,0
84,86,-1.557,-0.751
84,88,-2.203,-1.502
84,90,-2.849,-2.25
84,92,-3.495,-2.993
84,94,-4.137,-3.731
84,96,-4.776,-4.461
84,98,-5.408,-5.182
84,100,-6.035,-5.893
84,102,-6.655,-6.591
84,104,-7.266,-7.274
84,106,-7.866,-7.942
84,108,-8.453,-8.594
84,110,-9.027,-9.227
84,112,-9.587,-9.841
84,114,-10.13,-10.432
84,116,-10.655,-11
84,118,-11.159,-11.544
84,120,-11.643,-12.061
84,122,-12.102,-12.551
84,124,-12.537,-13.012
84,126,-12.944,-13.441
84,128,-13.322,-13.838
86,0,11.688,16.083
86,2,11.737,16.139
86,4,11.774,16.181
86,6,11.799,16.21
86,8,11.813,16.225
86,10,11.813,16.225
86,12,11.799,16.21
86,14,11.772,16.179
86,16,11.73,16.131
86,18,11.673,16.065
86,20,11.598,15.982
86,22,11.508,15.879
86,24,11.399,15.757
86,26,11.272,15.614
86,28,11.126,15.447
86,30,10.958,15.258
86,32,10.77,15.045
86,34,10.562,14.806
86,36,10.329,14.542
86,38,10.073,14.25
86,40,9.793,13.931
86,42,9.491,13.584
86,44,9.162,13.207
86,46,8.809,12.802
86,48,8.431,12.367
86,50,8.029,11.905
86,52,7.604,11.413
86,54,7.156,10.894
86,56,6.684,10.347
86,58,6.191,9.777
86,60,5.678,9.18
86,62,5.147,8.56
86,64,4.597,7.921
86,66,4.03,7.26
86,68,3.45,6.583
86,70,2.855,5.888
86,72,2.25,5.181
86,74,1.633,4.461
86,76,1.009,3.732
86,78,0.375,2.995
86,80,-0.264,2.251
86,82,-0.909,1.502
86,84,-1.557,0.751
86,86,-2.207,0
86,88,-2.857,-0.75
86,90,-3.507,-1.497
86,92,-4.156,-2.241
86,94,-4.802,-2.978
86,96,-5.444,-3.707
86,98,-6.08,-4.426
86,100,-6.71,-5.135
86,102,-7.332,-5.832
86,104,-7.945,-6.514
86,106,-8.546,-7.18
86,108,-9.135,-7.83
86,110,-9.711,-8.461
86,112,-10.272,-9.072
86,114,-10.815,-9.661
86,116,-11.34,-10.227
86,118,-11.846,-10.767
86,120,-12.328,-11.283
86,122,-12.788,-11.769
86,124,-13.221,-12.226
86,126,-13.629,-12.653
86,128,-14.005,-13.047
88,0,11.103,16.805
88,2,11.155,16.863
88,4,11.194,16.907
88,6,11.223,16.939
88,8,11.238,16.957
88,10,11.241,16.96
88,12,11.23,16.948
88,14,11.205,16.919
88,16,11.164,16.875
88,18,11.11,16.812
88,20,11.038,16.731
88,22,10.949,16.632
88,24,10.841,16.511
88,26,10.716,16.37
88,28,10.57,16.206
88,30,10.405,16.019
88,32,10.217,15.808
88,34,10.007,15.572
88,36,9.775,15.31
88,38,9.519,15.019
88,40,9.238,14.701
88,42,8.933,14.355
88,44,8.603,13.978
88,46,8.247,13.574
88,48,7.867,13.14
88,50,7.462,12.676
88,52,7.034,12.184
88,54,6.581,11.663
88,56,6.106,11.116
88,58,5.609,10.543
88,60,5.091,9.945
88,62,4.554,9.325
88,64,3.999,8.683
88,66,3.428,8.021
88,68,2.842,7.341
88,70,2.243,6.646
88,72,1.632,5.937
88,74,1.01,5.216
88,76,0.38,4.485
88,78,-0.258,3.747
88,80,-0.902,3.002
88,82,-1.551,2.253
88,84,-2.203,1.502
88,86,-2.857,0.75
88,88,-3.511,0
88,90,-4.165,-0.747
88,92,-4.818,-1.49
88,94,-5.467,-2.226
88,96,-6.112,-2.954
88,98,-6.751,-3.674
88,100,-7.383,-4.381
88,102,-8.008,-5.076
88,104,-8.622,-5.756
88,106,-9.225,-6.421
88,108,-9.816,-7.07
88,110,-10.393,-7.699
88,112,-10.954,-8.307
88,114,-11.498,-8.894
88,116,-12.024,-9.457
88,118,-12.529,-9.995
88,120,-13.011,-10.507
88,122,-13.47,-10.992
88,124,-13.904,-11.447
88,126,-14.309,-11.87
88,128,-14.685,-12.26
90,0,10.515,17.529
90,2,10.57,17.589
90,4,10.614,17.637
90,6,10.644,17.671
90,8,10.661,17.692
90,10,10.667,17.697
90,12,10.659,17.687
90,14,10.635,17.662
90,16,10.597,17.619
90,18,10.544,17.56
90,20,10.475,17.483
90,22,10.387,17.385
90,24,10.282,17.268
90,26,10.158,17.129
90,28,10.014,16.969
90,30,9.849,16.784
90,32,9.662,16.575
90,34,9.452,16.34
90,36,9.219,16.078
90,38,8.963,15.79
90,40,8.682,15.472
90,42,8.376,15.127
90,44,8.043,14.752
90,46,7.686,14.346
90,48,7.303,13.912
90,50,6.895,13.448
90,52,6.462,12.955
90,54,6.005,12.433
90,56,5.526,11.884
90,58,5.024,11.31
90,60,4.502,10.711
90,62,3.961,10.088
90,64,3.401,9.444
90,66,2.824,8.78
90,68,2.234,8.099
90,70,1.629,7.402
90,72,1.013,6.691
90,74,0.386,5.969
90,76,-0.249,5.237
90,78,-0.891,4.497
90,80,-1.54,3.751
90,82,-2.193,3.001
90,84,-2.849,2.25
90,86,-3.507,1.497
90,88,-4.165,0.747
90,90,-4.824,0
90,92,-5.479,-0.743
90,94,-6.131,-1.479
90,96,-6.778,-2.206
90,98,-7.42,-2.923
90,100,-8.055,-3.631
90,102,-8.681,-4.324
90,104,-9.297,-5.004
90,106,-9.902,-5.668
90,108,-10.494,-6.314
90,110,-11.072,-6.941
90,112,-11.633,-7.548
90,114,-12.178,-8.132
90,116,-12.703,-8.693
90,118,-13.209,-9.23
90,120,-13.691,-9.739
90,122,-14.149,-10.221
90,124,-14.58,-10.672
90,126,-14.985,-11.093
90,128,-15.36,-11.48
92,0,9.928,18.254
92,2,9.985,18.316
92,4,10.03,18.366
92,6,10.063,18.404
92,8,10.085,18.427
92,10,10.092,18.434
92,12,10.086,18.428
92,14,10.066,18.405
92,16,10.029,18.365
92,18,9.978,18.31
92,20,9.91,18.234
92,22,9.826,18.14
92,24,9.722,18.025
92,26,9.6,17.888
92,28,9.456,17.73
92,30,9.292,17.547
92,32,9.106,17.341
92,34,8.896,17.108
92,36,8.665,16.848
92,38,8.407,16.561
92,40,8.125,16.245
92,42,7.817,15.899
92,44,7.483,15.524
92,46,7.123,15.119
92,48,6.737,14.684
92,50,6.327,14.219
92,52,5.891,13.725
92,54,5.43,13.202
92,56,4.946,12.652
92,58,4.439,12.075
92,60,3.913,11.474
92,62,3.367,10.849
92,64,2.802,10.203
92,66,2.22,9.538
92,68,1.625,8.855
92,70,1.015,8.156
92,72,0.394,7.443
92,74,-0.237,6.719
92,76,-0.878,5.985
92,78,-1.524,5.243
92,80,-2.177,4.496
92,82,-2.834,3.746
92,84,-3.495,2.993
92,86,-4.156,2.241
92,88,-4.818,1.49
92,90,-5.479,0.743
92,92,-6.138,0
92,94,-6.793,-0.736
92,96,-7.443,-1.463
92,98,-8.087,-2.181
