,-20,-19.5,-19,-18.5,-18,-17.5,-17,-16.5,-16,-15.5,-15,-14.5,-14,-13.5,-13,-12.5,-12,-11.5,-11,-10.5,-10,-9.5,-9,-8.5,-8,-7.5,-7,-6.5,-6,-5.5,-5,-4.5,-4,-3.5,-3,-2.5,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20
-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.3981877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.9424808,157.8427988,155.8579206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.389076,156.359793,154.4247846,152.5688014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.9493299,156.8742289,154.9020973,153.0369328,151.2405638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.5229454,157.4008246,155.412405,153.51627,151.6890673,149.9187404,148.2237991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.9701088,155.9410135,154.0066094,152.1476778,150.3663539,148.6493889,146.9720018,145.3405426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.5573517,156.4812165,154.5076444,152.6233433,150.8274208,149.0841224,147.3845164,145.7476691,144.1428123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.1588745,157.0351869,155.0265434,153.1246641,151.2979895,149.5276794,147.8173629,146.1631049,144.5395655,142.9570827,141.4092381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.7723203,157.6087808,155.5725775,153.6377659,151.7780226,149.9844866,148.2633969,146.586645,144.9441049,143.3569798,141.7934436,140.2567259,138.7538886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.2151794,156.1365665,154.1606635,152.2676629,150.4605224,148.7177538,147.0179483,145.3681038,143.7642722,142.1846432,140.6441652,139.1282035,137.6299626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.8405323,156.7126125,154.6954502,152.777912,150.9511834,149.1803509,147.4603628,145.8018645,144.1786498,142.5858546,141.0384342,139.5089565,138.0076152,136.5294318,135.0633413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.4773931,157.3093268,155.2511336,153.3112129,151.4501426,149.6506405,147.9190993,146.2428451,144.5999777,143.0021296,141.4392475,139.8959708,138.3915455,136.9020559,135.4334594,133.9852696,129.7891433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.9274981,155.8317877,153.8532296,151.9580949,150.1340381,148.3910417,146.6909517,145.0321477,143.425685,141.8462487,140.2966249,138.7815318,137.2805035,135.8094441,134.3518674,132.910371,131.4858352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.565295,156.4255849,154.4073671,152.4818333,150.6414555,148.870142,147.1462292,145.4782931,143.8556035,142.2601195,140.7062757,139.1772398,137.668497,136.1909891,134.7238289,133.2804293,131.8482136,130.4288599,129.0228035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.2211939,157.0290542,154.9775843,153.0233618,151.156734,149.3568147,147.6136969,145.9345623,144.2916525,142.6851979,141.1215337,139.5783618,138.0666234,136.5778485,135.1028553,133.6556576,132.2156139,130.7948206,129.3825479,127.9808411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.8883641,157.6629077,155.5652639,153.5790775,151.679083,149.8563332,148.0972947,146.3969768,144.7354505,143.1212196,141.5422975,139.9878098,138.470311,136.9696723,135.4926263,134.0357929,132.5895131,131.165624,129.7470512,128.3443766,126.9474907,125.559324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3219459,156.1729466,154.1462814,152.2099794,150.3689497,148.5903119,146.8657564,145.190464,143.5643753,141.9684336,140.4074263,138.8788617,137.3662285,135.8870653,134.420577,132.972304,131.5409365,130.1175673,128.7124022,127.3106756,125.9219455,124.5365577,123.1582575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.9932121,156.7931151,154.7313916,152.7576128,150.8934061,149.0893653,147.3446269,145.6562335,144.0127293,142.4032809,140.8347217,139.2920942,137.7742004,136.2860857,134.8097336,133.3598434,131.9204957,130.4960342,129.0846579,127.6800474,126.2887605,124.8998774,123.5212632,122.1439613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.6770413,157.4181172,155.3317248,153.3300101,151.4289221,149.5943649,147.8342335,146.1304076,144.4659614,142.8473262,141.2669673,139.7103913,138.1890887,136.6892568,135.2068365,133.75147,132.30449,130.8785221,129.4608267,128.0554763,126.6595077,125.2693514,123.8883393,122.5088772,121.1367021,119.7644592,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0979254,155.9454449,153.9096724,151.9751494,150.1168065,148.3359854,146.6097677,144.9259601,143.2997041,141.7035433,140.1375542,138.6084198,137.096336,135.6122955,134.1469733,132.6951018,131.2647976,129.8405956,128.4346875,127.0339116,125.6434652,124.2590754,122.87955,121.5053857,120.1325088,118.7631008,117.3930463,,,,,,,,,,,,,,,,,,,,,,,,,,
-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.7867423,156.5794951,154.5011239,152.5301446,150.6529619,148.8455667,147.0971586,145.40043,143.7582712,142.1441682,140.5731899,139.0316151,137.5079286,136.0214326,134.5459964,133.0924503,131.654587,130.2274677,128.8173705,127.4119993,126.0210431,124.6331489,123.2537775,121.8774779,120.5049878,119.1347228,117.7650835,116.3956688,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,159.4835555,157.2199341,155.1130633,153.1012121,151.1966336,149.3599018,147.5954913,145.8844327,144.2212144,142.5936455,141.0148335,139.4584062,137.9319632,136.4339725,134.949687,133.4935758,132.047635,130.61943,129.2032256,127.7959619,126.4017818,125.0110061,123.6311789,122.2527618,120.8807088,119.509547,118.14064,116.771485,115.4017905,114.0299264,,,,,,,,,,,,,,,,,,,,,,,,,
-16,,,,,,,,,,,,,,,,,,,,,,,,,,,157.8889256,155.7364755,153.6904928,151.7516283,149.8797131,148.1020402,146.372649,144.691298,143.0549213,141.4599363,139.8919506,138.3599863,136.8496826,135.3612913,133.8977879,132.4455719,131.0146131,129.5920437,128.1844656,126.785392,125.3941625,124.0114967,122.6316975,121.2593966,119.8872925,118.5192294,117.1503302,115.7817043,114.4110377,113.0380679,103.2647757,,,,,,,,,,,,,,,,,,,,,,,,
-15.5,,,,,,,,,,,,,,,,,,,,,,,,,,158.592989,156.3758556,154.2866381,152.3156501,150.4260308,148.6177399,146.8647678,145.1678324,143.5212266,141.9085268,140.3332216,138.7910163,137.2705313,135.778325,134.3047719,132.8489204,131.412542,129.9850709,128.5756318,127.1715671,125.7804321,124.3944994,123.0150509,121.6407445,120.2688774,118.9005347,117.5319925,116.1644161,114.7952185,113.4236206,112.0488712,110.6694769,,,,,,,,,,,,,,,,,,,,,,,,
-15,,,,,,,,,,,,,,,,,,,,,,,,,159.2998581,157.0275853,154.9054542,152.8877965,150.9780929,149.1400089,147.368382,145.6540725,143.99097,142.3609988,140.7799858,139.2247485,137.6970276,136.1980454,134.7153045,133.2569428,131.8129068,130.3832077,128.9691851,127.5608521,126.1692137,124.7799951,123.4008978,122.0244295,120.653329,119.2842656,117.916721,116.5497022,115.1818796,113.8118084,112.4396669,111.0619332,109.6805073,108.291818,,,,,,,,,,,,,,,,,,,,,,,
-14.5,,,,,,,,,,,,,,,,,,,,,,,,159.9999462,157.6883575,155.5359257,153.4810031,151.5372285,149.6650443,147.8810313,146.1484355,144.465985,142.8238873,141.2313512,139.6609277,138.1287473,136.6201073,135.1305338,133.6677652,132.2154044,130.7851758,129.3648593,127.9565996,126.5601277,125.16912,123.7888811,122.4106482,121.0400584,119.6701865,118.3038158,116.9371952,115.5707394,114.2023462,112.8319428,111.4568764,110.0788316,108.692176,107.3014072,88.39014464,,,,,,,,,,,,,,,,,,,,,,
-14,,,,,,,,,,,,,,,,,,,,,,,,158.4038166,156.177537,154.0831361,152.1070127,150.2070586,148.3994413,146.6459999,144.9475627,143.296107,141.685445,140.1049757,138.5652844,137.0443593,135.5515914,134.0805881,132.6220313,131.1892735,129.7624079,128.3542749,126.9528979,125.5620074,124.1787525,122.8003074,121.4286998,120.058234,118.6928406,117.3267121,115.9616703,114.5949615,113.2262383,111.8539995,110.4778445,109.0951762,107.7078977,106.309791,104.9068753,,,,,,,,,,,,,,,,,,,,,,
-13.5,,,,,,,,,,,,,,,,,,,,,,,159.1180915,156.8358881,154.7022455,152.6822903,150.765687,148.9261425,147.1495742,145.4343113,143.7707776,142.143369,140.5570901,139.0038305,137.4747633,135.9763958,134.4955526,133.0360169,131.5950475,130.1647405,128.753599,127.3482261,125.9568569,124.5702704,123.1924802,121.8189809,120.4495362,119.0835698,117.7184389,116.3544006,114.9892711,113.6223984,112.2529554,110.8788783,109.5002069,108.1151131,106.7222003,105.3224613,103.9100461,102.4918531,,,,,,,,,,,,,,,,,,,,,
-13,,,,,,,,,,,,,,,,,,,,,,159.8395109,157.491536,155.3361488,153.2736302,151.3266192,149.4558462,147.665247,145.9308766,144.2478942,142.604169,141.0119326,139.4439858,137.9099872,136.4027522,134.9148075,133.4515132,132.0026442,130.5713196,129.154295,127.7469783,126.3531081,124.9642531,123.5861465,122.2106493,120.8423944,119.4756578,118.111996,116.7486403,115.3850993,114.0201456,112.6532572,111.2816089,109.9069844,108.5241902,107.1365045,105.7392318,104.3332527,102.9177556,101.4879913,,,,,,,,,,,,,,,,,,,,,
