,-20,-19.5,-19,-18.5,-18,-17.5,-17,-16.5,-16,-15.5,-15,-14.5,-14,-13.5,-13,-12.5,-12,-11.5,-11,-10.5,-10,-9.5,-9,-8.5,-8,-7.5,-7,-6.5,-6,-5.5,-5,-4.5,-4,-3.5,-3,-2.5,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20
-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.31260707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.03428671,35.11587235,16.53907054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.46605257,41.27825006,27.66593327,18.04813628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.77118638,47.65104428,43.98539208,39.3933542,19.11024854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.10229901,52.53764901,49.63328528,46.29767146,42.30894009,36.91315554,16.48808071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.58034682,54.14360022,51.44377301,48.39463646,44.85630644,40.47357764,27.04564978,16.72728245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.15601641,58.00837409,55.68706372,53.14692979,50.30244012,47.06152473,43.2740428,38.34632245,19.62273869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.36577385,61.4312009,59.37480925,57.15751351,54.73681604,52.08349764,49.09121802,45.62667995,41.5061079,35.62154287,16.98230212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.33266301,64.56282742,62.69116338,60.68863219,58.55212677,56.24952929,53.73285841,50.93597596,47.8088585,44.07742459,39.53533892,28.14306671,16.96962907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.46387712,65.7185021,63.8893543,61.96543061,59.91411283,57.695486,55.30494808,52.68255855,49.72534372,46.3885422,42.40011857,36.64191356,15.5941066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.18501384,68.54922982,66.85547065,65.08652791,63.19718458,61.20279989,59.08035011,56.78953431,54.29697005,51.55002052,48.43582169,44.86564109,40.54532114,32.02432166,15.52709315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.77193681,71.22445401,69.63607879,67.9706225,66.22371002,64.40162504,62.47839219,60.41505246,58.21681942,55.83948466,53.22867443,50.36530425,47.05753169,43.22298463,38.49547484,25.63745013,15.76435544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.77541374,72.26844726,70.69185828,69.05741685,67.3682246,65.5743138,63.69043551,61.70595211,59.58474323,57.30948937,54.84496174,52.10529933,49.08282171,45.57207867,41.41956921,36.17591854,19.93436665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.22664926,74.78441537,73.28311334,71.7370006,70.14085529,68.46126595,66.71891244,64.89642843,62.95682413,60.90640007,58.7125242,56.34942238,53.77754995,50.91505017,47.72731186,43.97127507,39.44098732,32.16825838,15.96962806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.59741757,77.20737126,75.76906315,74.29300321,72.77346904,71.18780051,69.55586956,67.84661142,66.051776,64.17424224,62.18578241,60.07771545,57.8058388,55.3399848,52.68105127,49.65082621,46.26890539,42.23585525,37.23926149,24.30806092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.90329114,79.55427491,78.169658,76.74963947,75.29581449,73.78481769,72.23833854,70.62204876,68.94318602,67.20041464,65.36254222,63.42820605,61.37764481,59.19652491,56.84478827,54.28479786,51.48388622,48.3050115,44.71738168,40.32795943,33.92613975,17.63779059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.83980228,80.50061534,79.12653903,77.7281119,76.27709603,74.79834127,73.26084102,71.67459056,70.03291923,68.31403637,66.52015136,64.63923737,62.66331604,60.53775132,58.27653412,55.8428137,53.16665977,50.25268946,46.86947561,43.04163192,38.22282514,30.13943993,15.00399444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.07618658,82.77504642,81.43831821,80.08598565,78.68460335,77.26226249,75.78961919,74.27691136,72.71814926,71.09364378,69.41400253,67.66177388,65.81996126,63.88249946,61.84237251,59.65652943,57.32163675,54.78606401,51.99327674,48.911331,45.33957392,41.22738887,35.85294498,24.20240705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.27279668,85.00271381,83.69716355,82.37987416,81.02319328,79.64659933,78.22864118,76.77531404,75.28644568,73.7381517,72.14882497,70.49704483,68.76969144,66.97683617,65.10141526,63.09851808,60.99256517,58.73822491,56.31346796,53.67612109,50.75428088,47.51049639,43.68873611,39.25911191,32.20598494,15.23322757,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.18627889,85.91291132,84.62329906,83.30548098,81.96552839,80.5944213,79.1901148,77.7588138,76.27333604,74.75817187,73.18436283,71.5545332,69.87524101,68.10909121,66.26243062,64.33246142,62.28090124,60.12250064,57.77402109,55.2628437,52.50496572,49.44296227,46.00159566,41.91611445,37.05852412,27.18079608,12.50052308,,,,,,,,,,,,,,,,,,,,,,,,,,
-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.34013567,88.09305031,86.8266385,85.54162577,84.2314732,82.90066592,81.53656449,80.15241387,78.71990241,77.26583775,75.75685331,74.20609797,72.61585982,70.94316503,69.21854407,67.42117784,65.5269009,63.53833039,61.43013537,59.19069551,56.76852847,54.16249484,51.27385043,48.06128391,44.39496497,39.99003036,34.55901529,21.23936286,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,91.47093199,90.24489334,88.99744055,87.73951893,86.45478058,85.15751964,83.82664545,82.48036803,81.09437643,79.68821979,78.23599932,76.74958407,75.22566517,73.6379749,72.01070981,70.31302231,68.54408715,66.69923089,64.76259821,62.72596053,60.54026444,58.23101237,55.715961,53.00445202,49.97510217,46.592533,42.65903283,37.88112495,31.66005836,15.62054926,,,,,,,,,,,,,,,,,,,,,,,,,
-16,,,,,,,,,,,,,,,,,,,,,,,,,,,92.3719231,91.14256153,89.9046315,88.64323656,87.37215191,86.07077062,84.75574264,83.40920477,82.04141926,80.63900403,79.20447926,77.73716837,76.21939977,74.66848687,73.05461184,71.38554057,69.65489291,67.85176223,65.95414904,63.96409575,61.86312782,59.61810778,57.23525412,54.61424346,51.7934555,48.59910911,45.03396795,40.78826024,35.54950767,25.84246711,11.70297051,,,,,,,,,,,,,,,,,,,,,,,,
-15.5,,,,,,,,,,,,,,,,,,,,,,,,,,94.47891574,93.26685889,92.04313198,90.8035558,89.55054996,88.27726969,86.98732436,85.67482875,84.33858778,82.97924273,81.58645121,80.1685337,78.70756175,77.21667847,75.6755602,74.08730779,72.44859252,70.74600829,68.97107407,67.13015701,65.18438285,63.13765103,60.97257418,58.65635005,56.17649884,53.46202013,50.52000813,47.15116524,43.37457475,38.75663799,32.81854773,19.07843722,,,,,,,,,,,,,,,,,,,,,,,,
-15,,,,,,,,,,,,,,,,,,,,,,,,,96.57447279,95.3751664,94.16286161,92.94130921,91.7033802,90.45346318,89.18400364,87.89985379,86.59077309,85.2670794,83.90872069,82.53360067,81.11867068,79.67867605,78.19769137,76.67504327,75.11346488,73.49150051,71.81830907,70.09225946,68.26713048,66.37305883,64.38075965,62.28557612,60.04706185,57.65414725,55.08395117,52.25404388,49.16158646,45.61274206,41.59889727,36.51763108,29.5274832,13.8041439,,,,,,,,,,,,,,,,,,,,,,,
-14.5,,,,,,,,,,,,,,,,,,,,,,,,98.81023852,97.47135514,96.26889082,95.06050662,93.8362826,92.60500231,91.35262161,90.09127703,88.80606456,87.51050353,86.18249049,84.84294504,83.46652097,82.06961378,80.63841212,79.1702411,77.67370202,76.11820423,74.52803547,72.88185107,71.16641718,69.39598706,67.53781838,65.60150538,63.55071209,61.38995231,59.08221091,56.61479889,53.93368382,50.99026372,47.73972805,43.97449267,39.68394562,34.02161355,25.74732305,10.61950804,,,,,,,,,,,,,,,,,,,,,,
-14,,,,,,,,,,,,,,,,,,,,,,,,99.55759875,98.36505094,97.16478186,95.95350588,94.73423904,93.49908074,92.2544717,90.9909915,89.71559298,88.41684423,87.10358783,85.76253201,84.40097168,83.01214423,81.58974242,80.14574056,78.64786396,77.12522748,75.5481696,73.9207695,72.24546545,70.4978295,68.68074859,66.782836,64.80503954,62.68755206,60.47134528,58.08027123,55.52506302,52.73344725,49.66137733,46.22590945,42.23461606,37.55823294,30.99516721,16.44962035,,,,,,,,,,,,,,,,,,,,,,
-13.5,,,,,,,,,,,,,,,,,,,,,,,101.6412889,100.4545684,99.26043135,98.05942744,96.84847084,95.62801019,94.39602891,93.15150142,91.89227367,90.61865064,89.32649594,88.01642332,86.68358975,85.33076691,83.94702587,82.54382092,81.09768048,79.62930998,78.11284883,76.5569957,74.95718795,73.30065564,71.58458582,69.80708052,67.95145899,66.0005962,63.96017184,61.79658055,59.51380908,57.03755246,54.40040672,51.47719462,48.26958435,44.62928459,40.36718815,35.23140034,26.63265577,10.04729013,,,,,,,,,,,,,,,,,,,,,
